timestamp,river_id,river_name,osm_id,station_lat,station_lon,water_level_m,discharge_cumecs,discharge_daily_mean,discharge_daily_max,discharge_daily_min,warning_level_m,danger_level_m,flood_level_m,flood_status,source
2024-06-06T19:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.077,3.85,3.59,5.49,2.11,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-06T20:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.077,3.86,3.59,5.49,2.11,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-06T21:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.077,3.85,3.59,5.49,2.11,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-06T22:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.076,3.8,3.59,5.49,2.11,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-06T23:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.074,3.72,3.59,5.49,2.11,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-07T00:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.07,3.49,3.16,4.61,2.13,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-07T01:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.068,3.38,3.16,4.61,2.13,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-07T02:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.065,3.25,3.16,4.61,2.13,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-07T03:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.062,3.12,3.16,4.61,2.13,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-07T04:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.06,3.01,3.16,4.61,2.13,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-07T05:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.058,2.91,3.16,4.61,2.13,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-07T06:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.057,2.83,3.16,4.61,2.13,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
