id,lat,lon,rain,sea,elevation,dist_river,dist_drainage,rain_norm,sea_norm,elevation_norm,dist_river_norm,drainage_norm,flood_index_base,water_influence,target_risk,is_flooded
N_40,12.83,74.88,0.0,1.0,16.0,2.1291063255598335,4.59587852861317,0.0,0.3333333333333333,0.16,0.21291063255598336,0.919175705722634,0.3333333333333333,0.44861027423124505,0.5438167416695612,1
N_41,12.83,74.89,0.0,1.0,13.0,1.4123313314855548,5.174927710031992,0.0,0.3333333333333333,0.13,0.14123313314855548,1.0,0.3333333333333333,0.661230762849901,0.5246054447853442,0
N_42,12.83,74.9,0.0,1.0,54.0,1.3442784173134725,5.759630573426775,0.0,0.3333333333333333,0.54,0.13442784173134725,1.0,0.3333333333333333,0.692387276589037,0.6156888693508966,1
N_43,12.83,74.91,0.0,1.0,42.0,1.9925631146585066,6.474361080651326,0.0,0.3333333333333333,0.42,0.19925631146585066,1.0,0.3333333333333333,0.477882838034825,0.3668806405358056,0
N_44,12.84,74.81,0.0,1.0,0.0,2.6391701430245837,0.6214881616874633,0.0,0.3333333333333333,0.0,0.2639170143024584,0.12429763233749266,0.3333333333333333,0.3650740727247424,0.17609167234122364,0
N_45,12.84,74.82,0.0,1.0,0.0,1.9433573530714148,0.4486408599939365,0.0,0.3333333333333333,0.0,0.1943357353071415,0.0897281719987873,0.3333333333333333,0.48939065822083366,0.35167333127552325,0
N_46,12.84,74.83,0.0,1.0,3.0,1.7142493733236992,0.7489769209296963,0.0,0.3333333333333333,0.03,0.1714249373323699,0.14979538418593924,0.3333333333333333,0.5511921429896944,0.24885549861952808,0
N_47,12.84,74.84,0.0,1.0,0.0,2.1098005549597683,1.4735849500878941,0.0,0.3333333333333333,0.0,0.21098005549597681,0.29471699001757884,0.3333333333333333,0.45252952704512556,0.4705367924147603,0
N_48,12.84,74.85,0.0,1.0,-2.0,1.821709893373715,2.327088448853002,0.0,0.3333333333333333,0.0,0.1821709893373715,0.46541768977060044,0.3333333333333333,0.5203699077827092,0.3615524320662183,0
N_49,12.84,74.86,0.0,1.0,0.0,1.365134020082743,2.5808126353476393,0.0,0.3333333333333333,0.0,0.1365134020082743,0.5161625270695278,0.3333333333333333,0.6825314178040349,0.33767461218866485,0
N_50,12.84,74.87,0.0,1.0,1.0,1.6610775134366136,3.0638550682045484,0.0,0.3333333333333333,0.01,0.16610775134366135,0.6127710136409097,0.3333333333333333,0.5678341767300028,0.3248976863913712,0
N_51,12.84,74.88,0.0,1.0,1.0,1.719527440662143,3.642881480396428,0.0,0.3333333333333333,0.01,0.1719527440662143,0.7285762960792856,0.3333333333333333,0.549593250232099,0.642256845779847,1
N_52,12.84,74.89,0.0,1.0,7.0,0.6468860936118513,4.222307969530152,0.0,0.3333333333333333,0.07,0.06468860936118513,0.8444615939060304,0.3333333333333333,1.3388922468272508,0.6108057353896952,0
N_53,12.84,74.9,0.0,1.0,41.0,0.48049323852622294,4.9214934381133135,0.0,0.3333333333333333,0.41,0.0480493238526223,0.9842986876226627,0.3333333333333333,1.722672950573612,0.5236014708218358,0
N_54,12.84,74.91,0.0,1.0,72.0,1.5472591967588707,5.695307838837738,0.0,0.3333333333333333,0.72,0.15472591967588706,1.0,0.3333333333333333,0.6070690040569141,0.04992359346802147,0
N_55,12.85,74.81,0.0,1.0,0.0,2.0987861760133,0.25780796567766256,0.0,0.3333333333333333,0.0,0.20987861760133,0.05156159313553251,0.3333333333333333,0.45479638307219883,0.5993539251064661,1
N_56,12.85,74.82,0.0,1.0,0.0,1.1029275124723341,0.6833084121446492,0.0,0.3333333333333333,0.0,0.11029275124723341,0.13666168242892984,0.3333333333333333,0.8313052861720117,0.7510443421513068,1
N_57,12.85,74.83,0.0,1.0,-1.0,0.6152199342956821,0.13056646878788977,0.0,0.3333333333333333,0.0,0.06152199342956821,0.026113293757577954,0.3333333333333333,1.3981713205250035,0.38480697292448995,0
N_58,12.85,74.84,0.0,1.0,19.0,1.3404062128542233,0.9540736787479258,0.0,0.3333333333333333,0.19,0.13404062128542232,0.19081473574958516,0.3333333333333333,0.6942486022873084,0.2997105998258892,0
N_59,12.85,74.85,0.0,1.0,22.0,1.2380093593423398,1.41649281850972,0.0,0.3333333333333333,0.22,0.12380093593423398,0.283298563701944,0.3333333333333333,0.7473789275222419,0.35182989900587064,1
N_60,12.85,74.86,0.0,1.0,7.0,0.2787275492382487,1.5435419087528128,0.0,0.3333333333333333,0.07,0.02787275492382487,0.3087083817505626,0.3333333333333333,2.6404205398084817,0.43844286798530807,0
N_61,12.85,74.87,0.0,1.0,15.0,0.9865297825841925,2.1230558882214083,0.0,0.3333333333333333,0.15,0.09865297825841926,0.4246111776442817,0.3333333333333333,0.920361333880429,0.10529386178859351,1
N_62,12.85,74.88,0.0,1.0,11.0,1.9629869524700825,2.7029888087795384,0.0,0.3333333333333333,0.11,0.19629869524700824,0.5405977617559077,0.3333333333333333,0.4847340400299997,0.4267811681990251,0
N_63,12.85,74.89,0.0,1.0,1.0,1.1467806157216212,3.3687912668711957,0.0,0.3333333333333333,0.01,0.11467806157216212,0.6737582533742391,0.3333333333333333,0.8020657262314047,0.41535640748063846,0
N_64,12.85,74.9,0.0,1.0,8.0,1.0618499796898437,4.190266154778065,0.0,0.3333333333333333,0.08,0.10618499796898437,0.838053230955613,0.3333333333333333,0.8606963183551032,0.4938851430500833,0
N_65,12.85,74.91,0.0,1.0,6.0,1.813994645021623,4.789611214609284,0.0,0.3333333333333333,0.06,0.18139946450216232,0.9579222429218568,0.3333333333333333,0.5224675014640402,0.3068667943473351,0
N_66,12.86,74.81,0.0,1.0,0.0,2.077847453846745,0.856818380674819,0.0,0.3333333333333333,0.0,0.20778474538467448,0.17136367613496378,0.3333333333333333,0.45916898276492873,0.2930693208714274,0
N_67,12.86,74.82,0.0,1.0,4.0,1.0626018626889506,0.7356416034680754,0.0,0.3333333333333333,0.04,0.10626018626889507,0.1471283206936151,0.3333333333333333,0.8601396850398354,0.5742661950872449,1
N_68,12.86,74.83,0.0,1.0,3.0,0.22651681955914166,0.376308941181955,0.0,0.3333333333333333,0.03,0.022651681955914167,0.075261788236391,0.3333333333333333,3.062629365771067,0.995588364085418,1
N_69,12.86,74.84,0.0,1.0,24.0,1.0073385660844711,0.9024466248478807,0.0,0.3333333333333333,0.24,0.10073385660844711,0.18048932496957615,0.3333333333333333,0.9030661720163704,0.4810906066050538,0
N_70,12.86,74.85,0.0,1.0,17.0,1.4898220445528245,0.4486167441357719,0.0,0.3333333333333333,0.17,0.14898220445528246,0.08972334882715438,0.3333333333333333,0.6290012164734285,0.19590954861837173,0
N_71,12.86,74.86,0.0,1.0,33.0,0.8744424181050482,0.7533787182603212,0.0,0.3333333333333333,0.33,0.08744424181050482,0.15067574365206424,0.3333333333333333,1.0262279036914796,0.4885773284994298,0
N_72,12.86,74.87,0.0,1.0,13.0,0.9559937216336049,1.2655874849298736,0.0,0.3333333333333333,0.13,0.09559937216336048,0.25311749698597474,0.3333333333333333,0.9469753271383248,0.3131616400436903,0
N_73,12.86,74.88,0.0,1.0,27.0,1.0753948590654396,1.8166017208125698,0.0,0.3333333333333333,0.27,0.10753948590654397,0.36332034416251396,0.3333333333333333,0.8507779256369244,0.658229570513185,1
N_74,12.86,74.89,0.0,1.0,48.0,1.936315042709655,2.70970235166677,0.0,0.3333333333333333,0.48,0.19363150427096548,0.541940470333354,0.3333333333333333,0.4910831472665124,0.1850823923976361,0
N_75,12.86,74.9,0.0,1.0,12.0,2.120622395559436,3.2458051890949484,0.0,0.3333333333333333,0.12,0.21206223955594358,0.6491610378189897,0.3333333333333333,0.4503241982966998,0.308918213509112,0
N_76,12.86,74.91,0.0,1.0,7.0,2.526327179653768,3.9896217805274072,0.0,0.3333333333333333,0.07,0.2526327179653768,0.7979243561054814,0.3333333333333333,0.3807598717124921,0.6710957902723147,1
N_77,12.87,74.81,0.0,1.0,0.0,2.588988012782292,1.9684188756546595,0.0,0.3333333333333333,0.0,0.25889880127822923,0.3936837751309319,0.3333333333333333,0.3718871171036948,0.4558123564462758,0
N_78,12.87,74.82,0.0,1.0,21.0,1.7689424052594438,1.2320422753499571,0.0,0.3333333333333333,0.21,0.17689424052594438,0.24640845506999143,0.3333333333333333,0.5350619672312381,0.5074345286500789,0
N_79,12.87,74.83,0.0,1.0,6.0,1.319944225714116,1.0575367339862636,0.0,0.3333333333333333,0.06,0.1319944225714116,0.21150734679725272,0.3333333333333333,0.7042530135274021,0.5310722280630951,0
N_80,12.87,74.84,0.0,1.0,30.0,1.6448816007611644,0.015529065796257126,0.0,0.3333333333333333,0.3,0.16448816007611644,0.0031058131592514252,0.3333333333333333,0.5731047880634268,0.5783487037316547,1
N_81,12.87,74.85,0.0,1.0,57.0,2.319339256655691,0.1863485904008591,0.0,0.3333333333333333,0.57,0.2319339256655691,0.03726971808017182,0.3333333333333333,0.41333599545783556,0.31306158555096897,0
N_82,12.87,74.86,0.0,1.0,36.0,1.536014873474128,0.36718988900419713,0.0,0.3333333333333333,0.36,0.1536014873474128,0.07343797780083942,0.3333333333333333,0.611241386746362,0.18613622012158484,0
N_83,12.87,74.87,0.0,1.0,22.0,0.5016812581551789,0.2732738604548262,0.0,0.3333333333333333,0.22,0.0501681258155179,0.05465477209096524,0.3333333333333333,1.662009554803336,0.6965647079516147,1
N_84,12.87,74.88,0.0,1.0,52.0,0.7030110405139961,1.3292093253172454,0.0,0.3333333333333333,0.52,0.07030110405139961,0.2658418650634491,0.3333333333333333,1.2453128905424689,0.4224559180923549,0
N_85,12.87,74.89,0.0,1.0,27.0,1.7569755280222594,1.7185660066703812,0.0,0.3333333333333333,0.27,0.17569755280222593,0.34371320133407623,0.3333333333333333,0.5385100583770391,0.487318300688135,0
N_86,12.87,74.9,0.0,1.0,15.0,2.6067787587683156,2.4464330093173303,0.0,0.3333333333333333,0.15,0.26067787587683156,0.48928660186346606,0.3333333333333333,0.36944282821808344,0.5365060376223717,0
N_87,12.87,74.91,0.0,1.0,4.0,1.6737852134049325,3.3714463473067258,0.0,0.3333333333333333,0.04,0.16737852134049325,0.6742892694613452,0.3333333333333333,0.5637661157860339,0.38164344195608957,0
N_88,12.88,74.81,0.0,1.0,0.0,3.3211368245339536,2.7779929463006936,0.0,0.3333333333333333,0.0,0.33211368245339534,0.5555985892601387,0.3333333333333333,0.29230049871981534,0.1347279255815727,0
N_89,12.88,74.82,0.0,1.0,13.0,2.7005383095579147,2.2288001479114916,0.0,0.3333333333333333,0.13,0.2700538309557915,0.4457600295822983,0.3333333333333333,0.3570742084074034,0.3609957034073596,0
N_90,12.88,74.83,0.0,1.0,17.0,2.430238257980603,1.5525737707761464,0.0,0.3333333333333333,0.17,0.24302382579806028,0.3105147541552293,0.3333333333333333,0.3952196979260386,0.4869886544556231,0
N_91,12.88,74.84,0.0,1.0,11.0,2.620954462950984,1.0097780373264864,0.0,0.3333333333333333,0.11,0.2620954462950984,0.20195560746529728,0.3333333333333333,0.36751809470396646,0.42585408564936544,1
N_92,12.88,74.85,0.0,1.0,27.0,2.9372704850135327,0.13387347661436041,0.0,0.3333333333333333,0.27,0.2937270485013533,0.026774695322872084,0.3333333333333333,0.32924298475693525,0.12521852373050385,0
N_93,12.88,74.86,0.0,1.0,48.0,2.042028416824906,0.17855198309663536,0.0,0.3333333333333333,0.48,0.2042028416824906,0.035710396619327074,0.3333333333333333,0.46684721460524964,0.5657696018341747,1
N_94,12.88,74.87,0.0,1.0,52.0,1.4360732962859266,0.21120377329040116,0.0,0.3333333333333333,0.52,0.14360732962859266,0.042240754658080235,0.3333333333333333,0.6510106011333581,0.36639693405279217,0
N_95,12.88,74.88,0.0,1.0,79.0,1.5181690541172683,0.44130260912424507,0.0,0.3333333333333333,0.79,0.15181690541172682,0.08826052182484902,0.3333333333333333,0.617982402676408,0.08737403966213117,0
N_96,12.88,74.89,0.0,1.0,46.0,2.2130233501876297,0.9360745114805933,0.0,0.3333333333333333,0.46,0.22130233501876298,0.18721490229611865,0.3333333333333333,0.4323345892374503,0.21998019947910102,0
N_97,12.88,74.9,0.0,1.0,63.0,2.3847906383894193,1.976785238321005,0.0,0.3333333333333333,0.63,0.23847906383894193,0.395357047664201,0.3333333333333333,0.4024483932570575,0.13894449242430396,0
N_98,12.88,74.91,0.0,1.0,92.0,1.3014020018962658,3.047799394717208,0.0,0.3333333333333333,0.92,0.13014020018962658,0.6095598789434417,0.3333333333333333,0.7135711228090722,0.17018303179479438,1
N_99,12.89,74.81,0.0,1.0,0.0,4.203143222848787,3.6931855300081713,0.0,0.3333333333333333,0.0,0.42031432228487875,0.7386371060016342,0.3333333333333333,0.23238826788060643,0.7300040788523847,1
N_100,12.89,74.82,0.0,1.0,2.0,3.7322271371921327,3.1053959433763447,0.0,0.3333333333333333,0.02,0.3732227137192133,0.6210791886752689,0.3333333333333333,0.26094486683602436,0.4742611142299031,0
N_101,12.89,74.83,0.0,1.0,25.0,3.541571058755438,2.3883833217790333,0.0,0.3333333333333333,0.25,0.35415710587554383,0.4776766643558067,0.3333333333333333,0.2746067518291858,0.1765368256406076,0
N_102,12.89,74.84,0.0,1.0,40.0,3.6750552969639205,1.4683495792205152,0.0,0.3333333333333333,0.4,0.36750552969639205,0.29366991584410307,0.3333333333333333,0.26489678198998773,0.3058350152727287,0
N_103,12.89,74.85,0.0,1.0,41.0,3.593157479060506,0.711098126224992,0.0,0.3333333333333333,0.41,0.3593157479060506,0.1422196252449984,0.3333333333333333,0.2707710152274329,0.12830736936608822,0
N_104,12.89,74.86,0.0,1.0,74.0,2.907452616027598,0.2869244181505875,0.0,0.3333333333333333,0.74,0.2907452616027598,0.0573848836301175,0.3333333333333333,0.33250731688030805,0.07690892680105667,0
N_105,12.89,74.87,0.0,1.0,79.0,2.519085405135729,0.36710331807748475,0.0,0.3333333333333333,0.79,0.2519085405135729,0.07342066361549696,0.3333333333333333,0.3818126732481169,0.2368003138774007,0
N_106,12.89,74.88,0.0,1.0,71.0,2.566770804783611,0.768377445610002,0.0,0.3333333333333333,0.71,0.2566770804783611,0.1536754891220004,0.3333333333333333,0.37498535614917333,0.10946516545181108,0
N_107,12.89,74.89,0.0,1.0,98.0,3.0299907544156506,1.127769564321712,0.0,0.3333333333333333,0.98,0.30299907544156507,0.2255539128643424,0.3333333333333333,0.3194897616196613,0.24133930821226596,0
N_108,12.89,74.9,0.0,1.0,79.0,2.655563877522862,2.0744125803839264,0.0,0.3333333333333333,0.79,0.2655563877522862,0.4148825160767853,0.3333333333333333,0.36290212981705894,0.3090958233905089,0
N_109,12.89,74.91,0.0,1.0,115.0,1.7488852759508313,3.111972683792563,0.0,0.3333333333333333,1.0,0.17488852759508314,0.6223945367585126,0.3333333333333333,0.5408664415296007,0.06364102797488272,0
N_110,12.9,74.81,0.0,1.0,0.0,5.174527836848747,4.658213768582788,0.0,0.3333333333333333,0.0,0.5174527836848747,0.9316427537165575,0.3333333333333333,0.18959042987958663,0.4518776184628706,0
N_111,12.9,74.82,0.0,1.0,1.0,4.7998952029948905,3.8748816553617633,0.0,0.3333333333333333,0.01,0.47998952029948905,0.7749763310723526,0.3333333333333333,0.20408599746965708,0.4923947217056259,0
N_112,12.9,74.83,0.0,1.0,37.0,4.653198413992089,3.0193932042033635,0.0,0.3333333333333333,0.37,0.4653198413992089,0.6038786408406727,0.3333333333333333,0.21038465321714306,0.16276699488589685,0
N_113,12.9,74.84,0.0,1.0,37.0,4.755578082332386,2.2468261431112255,0.0,0.3333333333333333,0.37,0.4755578082332386,0.4493652286222451,0.3333333333333333,0.20594870127588355,0.3316644451926272,0
N_114,12.9,74.85,0.0,1.0,56.0,4.434733998982612,1.4855311821933739,0.0,0.3333333333333333,0.56,0.4434733998982612,0.2971062364386748,0.3333333333333333,0.22052010111824744,0.25345161392624393,0
N_115,12.9,74.86,0.0,1.0,72.0,3.899941495651987,0.8660241210243997,0.0,0.3333333333333333,0.72,0.38999414956519873,0.17320482420487995,0.3333333333333333,0.2500036565752322,0.23121634439624944,0
N_116,12.9,74.87,0.0,1.0,46.0,3.6196876084780762,1.281748154928329,0.0,0.3333333333333333,0.46,0.3619687608478076,0.25634963098566577,0.3333333333333333,0.2688397804484322,0.4038060985297568,1
N_117,12.9,74.88,0.0,1.0,80.0,3.6530329570527775,1.8271869970249326,0.0,0.3333333333333333,0.8,0.36530329570527775,0.36543739940498654,0.3333333333333333,0.26645116401676655,0.04153035033253977,0
N_118,12.9,74.89,0.0,1.0,70.0,3.992126986478969,2.0347862828275383,0.0,0.3333333333333333,0.7,0.3992126986478969,0.40695725656550763,0.3333333333333333,0.24437169308385523,0.27020758354686997,0
N_119,12.9,74.9,0.0,1.0,100.0,3.299950734954776,2.6779763805364536,0.0,0.3333333333333333,1.0,0.32999507349547763,0.5355952761072907,0.3333333333333333,0.2941219088026878,0.46845860437624565,0
N_120,12.9,74.91,0.0,1.0,112.0,2.626102540706776,3.5429548367803476,0.0,0.3333333333333333,1.0,0.2626102540706776,0.7085909673560695,0.3333333333333333,0.36682405928162093,0.45433410265645446,1
N_121,12.91,74.81,0.0,1.0,0.0,6.193377588594528,5.398807974958733,0.0,0.3333333333333333,0.0,0.6193377588594527,1.0,0.3333333333333333,0.15889718770605749,0.5059185969206839,0
N_122,12.91,74.82,0.0,1.0,11.0,5.8839893635025105,4.571618401573658,0.0,0.3333333333333333,0.11,0.5883989363502511,0.9143236803147315,0.3333333333333333,0.16711259650613525,0.24680371196062328,0
N_123,12.91,74.83,0.0,1.0,21.0,5.764949933680827,3.796459010888169,0.0,0.3333333333333333,0.21,0.5764949933680827,0.7592918021776338,0.3333333333333333,0.17050443930599807,0.3765242735833475,0
N_124,12.91,74.84,0.0,1.0,30.0,5.847895064133449,3.025494632302371,0.0,0.3333333333333333,0.3,0.5847895064133449,0.6050989264604743,0.3333333333333333,0.16812670519863826,0.43166072072458384,0
N_125,12.91,74.85,0.0,1.0,35.0,5.375482566183584,2.312418464479594,0.0,0.3333333333333333,0.35,0.5375482566183585,0.4624836928959188,0.3333333333333333,0.18263230462570915,0.016148664378050348,0
N_126,12.91,74.86,0.0,1.0,79.0,4.943548211589375,1.9724432251943258,0.0,0.3333333333333333,0.79,0.49435482115893753,0.39448864503886516,0.3333333333333333,0.19827311211225038,0.12150912979240719,0
N_127,12.91,74.87,0.0,1.0,87.0,4.725605551261308,1.9949453788649203,0.0,0.3333333333333333,0.87,0.4725605551261308,0.39898907577298404,0.3333333333333333,0.20722787832060202,0.25593446041247236,0
N_128,12.91,74.88,0.0,1.0,40.0,4.751194538213792,1.4164698464046048,0.0,0.3333333333333333,0.4,0.47511945382137916,0.283293969280921,0.3333333333333333,0.2061347967233241,0.20598584555472615,0
N_129,12.91,74.89,0.0,1.0,97.0,4.852113479806463,1.5434624696320396,0.0,0.3333333333333333,0.97,0.4852113479806463,0.3086924939264079,0.3333333333333333,0.20193398315239774,0.0,0
N_130,12.91,74.9,0.0,1.0,98.0,4.147311469557448,2.157751026807782,0.0,0.3333333333333333,0.98,0.4147311469557448,0.4315502053615564,0.3333333333333333,0.235443057841999,0.1639325662742886,0
N_131,12.91,74.91,0.0,1.0,34.0,3.6341562580806195,3.0353797863833396,0.0,0.3333333333333333,0.34,0.36341562580806197,0.607075957276668,0.3333333333333333,0.2677981131175283,0.3237980221895778,0
