id,lat,lon,rain,sea,elevation,dist_river,dist_drainage,rain_norm,sea_norm,elevation_norm,dist_river_norm,drainage_norm,flood_index_base,water_influence,target_risk,is_flooded,spatial_risk,final_risk,risk_category
N_56,12.85,74.82,0.0,1.0,8.5,1.102927512472334,0.6833084121446492,0.0,0.3333333333333333,0.085,0.1102927512472334,0.1366616824289298,0.3333333333333333,0.8313052861720117,0.436779126259135,0,0.008130083,0.0108675845,Safe
N_57,12.85,74.83,0.0,1.0,28.3,0.6152199342956821,0.1305664687878897,0.0,0.3333333333333333,0.283,0.0615219934295682,0.0261132937575779,0.3333333333333333,1.3981713205250037,0.4723090314120838,0,0.008130083,0.0108675845,Safe
N_58,12.85,74.84,0.0,1.0,46.8,1.3404062128542231,0.9540736787479258,0.0,0.3333333333333333,0.4679999999999999,0.1340406212854223,0.1908147357495851,0.3333333333333333,0.6942486022873084,0.3204706236764296,0,0.008130083,0.0108675845,Safe
N_59,12.85,74.85,0.0,1.0,69.6,1.2380093593423398,1.41649281850972,0.0,0.3333333333333333,0.696,0.1238009359342339,0.283298563701944,0.3333333333333333,0.7473789275222419,0.2714401724616696,0,0.008130083,0.0108675845,Safe
N_60,12.85,74.86,0.0,1.0,88.2,0.2787275492382487,1.5435419087528128,0.0,0.3333333333333333,0.882,0.0278727549238248,0.3087083817505626,0.3333333333333333,2.6404205398084817,0.5088964143046055,0,0.008130083,0.0108675845,Safe
N_61,12.85,74.87,0.0,1.0,108.7,0.9865297825841924,2.1230558882214083,0.0,0.3333333333333333,1.0,0.0986529782584192,0.4246111776442817,0.3333333333333333,0.920361333880429,0.2213875334153976,0,0.008130083,0.0108675845,Safe
N_62,12.85,74.88,0.0,1.0,131.3,1.9629869524700825,2.7029888087795384,0.0,0.3333333333333333,1.0,0.1962986952470082,0.5405977617559077,0.3333333333333333,0.4847340400299997,0.1560434393378332,0,0.008130083,0.0108675845,Safe
N_63,12.85,74.89,0.0,1.0,152.9,1.1467806157216212,3.368791266871196,0.0,0.3333333333333333,1.0,0.1146780615721621,0.6737582533742391,0.3333333333333333,0.8020657262314047,0.203643192268044,0,0.008130083,0.0108675845,Safe
N_64,12.85,74.9,0.0,1.0,176.6,1.0618499796898435,4.190266154778065,0.0,0.3333333333333333,1.0,0.1061849979689843,0.838053230955613,0.3333333333333333,0.8606963183551032,0.2124377810865987,0,0.008130083,0.0108675845,Safe
N_65,12.85,74.91,0.0,1.0,196.8,1.813994645021623,4.789611214609284,0.0,0.3333333333333333,1.0,0.1813994645021623,0.9579222429218568,0.3333333333333333,0.5224675014640402,0.1617034585529393,0,0.008130083,0.0108675845,Safe
N_66,12.86,74.81,0.0,1.0,0.0,2.077847453846745,0.856818380674819,0.0,0.3333333333333333,0.0,0.2077847453846744,0.1713636761349637,0.3333333333333333,0.4591689827649287,0.4022086807480726,0,0.008130083,0.0108675845,Safe
N_67,12.86,74.82,0.0,1.0,6.5,1.0626018626889506,0.7356416034680754,0.0,0.3333333333333333,0.065,0.106260186268895,0.1471283206936151,0.3333333333333333,0.8601396850398354,0.4461042860893086,0,0.008130083,0.0108675845,Safe
N_68,12.86,74.83,0.0,1.0,26.8,0.2265168195591416,0.376308941181955,0.0,0.3333333333333333,0.268,0.0226516819559141,0.075261788236391,0.3333333333333333,3.062629365771067,0.7257277381989933,1,0.008130083,0.0108675845,Safe
N_69,12.86,74.84,0.0,1.0,45.3,1.0073385660844711,0.9024466248478809,0.0,0.3333333333333333,0.4529999999999999,0.1007338566084471,0.1804893249695761,0.3333333333333333,0.9030661720163704,0.3555432591357889,0,0.008130083,0.0108675845,Safe
N_70,12.86,74.85,0.0,1.0,66.8,1.4898220445528243,0.4486167441357719,0.0,0.3333333333333333,0.6679999999999999,0.1489822044552824,0.0897233488271543,0.3333333333333333,0.6290012164734285,0.2606835158043476,0,0.008130083,0.0108675845,Safe
N_71,12.86,74.86,0.0,1.0,85.7,0.8744424181050482,0.7533787182603212,0.0,0.3333333333333333,0.857,0.0874442418105048,0.1506757436520642,0.3333333333333333,1.0262279036914796,0.2730175188870553,0,0.008130083,0.0108675845,Safe
N_72,12.86,74.87,0.0,1.0,105.5,0.9559937216336049,1.2655874849298736,0.0,0.3333333333333333,1.0,0.0955993721633604,0.2531174969859747,0.3333333333333333,0.9469753271383248,0.225379632404082,0,0.008130083,0.0108675845,Safe
N_73,12.86,74.88,0.0,1.0,130.1,1.0753948590654396,1.8166017208125695,0.0,0.3333333333333333,1.0,0.1075394859065439,0.3633203441625139,0.3333333333333333,0.8507779256369244,0.210950022178872,0,0.008130083,0.0108675845,Safe
N_74,12.86,74.89,0.0,1.0,151.0,1.936315042709655,2.70970235166677,0.0,0.3333333333333333,1.0,0.1936315042709654,0.541940470333354,0.3333333333333333,0.4910831472665124,0.1569958054233102,0,0.008130083,0.0108675845,Safe
N_75,12.86,74.9,0.0,1.0,174.9,2.120622395559436,3.2458051890949484,0.0,0.3333333333333333,1.0,0.2120622395559435,0.6491610378189897,0.3333333333333333,0.4503241982966998,0.1508819630778383,0,0.008130083,0.0108675845,Safe
N_76,12.86,74.91,0.0,1.0,194.3,2.526327179653768,3.9896217805274072,0.0,0.3333333333333333,1.0,0.2526327179653768,0.7979243561054814,0.3333333333333333,0.3807598717124921,0.1404473140902071,0,0.008130083,0.0108675845,Safe
N_77,12.87,74.81,0.0,1.0,0.0,2.588988012782292,1.9684188756546597,0.0,0.3333333333333333,0.0,0.2588988012782292,0.3936837751309319,0.3333333333333333,0.3718871171036948,0.3891164008988875,0,0.008130083,0.0108675845,Safe
N_78,12.87,74.82,0.0,1.0,9.9,1.7689424052594438,1.2320422753499571,0.0,0.3333333333333333,0.099,0.1768942405259443,0.2464084550699914,0.3333333333333333,0.5350619672312381,0.388842628418019,0,0.008130083,0.0108675845,Safe
N_79,12.87,74.83,0.0,1.0,29.6,1.319944225714116,1.0575367339862636,0.0,0.3333333333333333,0.296,0.1319944225714116,0.2115073467972527,0.3333333333333333,0.7042530135274021,0.3649712853624436,0,0.008130083,0.0108675845,Safe
N_80,12.87,74.84,0.0,1.0,48.1,1.6448816007611644,0.0155290657962571,0.0,0.3333333333333333,0.481,0.1644881600761164,0.0031058131592514,0.3333333333333333,0.5731047880634268,0.2990490515428473,0,0.008130083,0.0108675845,Safe
N_81,12.87,74.85,0.0,1.0,69.5,2.319339256655691,0.1863485904008591,0.0,0.3333333333333333,0.695,0.2319339256655691,0.0372697180801718,0.3333333333333333,0.4133359954578355,0.2215837326520087,0,0.008130083,0.0108675845,Safe
N_82,12.87,74.86,0.0,1.0,88.6,1.536014873474128,0.3671898890041971,0.0,0.3333333333333333,0.8859999999999999,0.1536014873474128,0.0734379778008394,0.3333333333333333,0.611241386746362,0.2035195413452876,0,0.008130083,0.0108675845,Safe
N_83,12.87,74.87,0.0,1.0,108.9,0.5016812581551789,0.2732738604548262,0.0,0.3333333333333333,1.0,0.0501681258155179,0.0546547720909652,0.3333333333333333,1.662009554803336,0.3326347665538337,0,0.008130083,0.0108675845,Safe
N_84,12.87,74.88,0.0,1.0,133.2,0.7030110405139961,1.3292093253172454,0.0,0.3333333333333333,1.0,0.0703011040513996,0.2658418650634491,0.3333333333333333,1.2453128905424689,0.2701302669147036,0,0.008130083,0.0108675845,Safe
N_85,12.87,74.89,0.0,1.0,153.7,1.7569755280222594,1.7185660066703812,0.0,0.3333333333333333,1.0,0.1756975528022259,0.3437132013340762,0.3333333333333333,0.5385100583770391,0.1641098420898892,0,0.008130083,0.0108675845,Safe
N_86,12.87,74.9,0.0,1.0,177.3,2.606778758768316,2.4464330093173303,0.0,0.3333333333333333,1.0,0.2606778758768315,0.489286601863466,0.3333333333333333,0.3694428282180834,0.1387497575660458,0,0.008130083,0.0108675845,Safe
N_87,12.87,74.91,0.0,1.0,198.5,1.6737852134049325,3.3714463473067258,0.0,0.3333333333333333,1.0,0.1673785213404932,0.6742892694613452,0.3333333333333333,0.5637661157860339,0.1678982507012384,0,0.008130083,0.0108675845,Safe
N_88,12.88,74.81,0.0,1.0,0.0,3.3211368245339536,2.7779929463006936,0.0,0.3333333333333333,0.0,0.3321136824533953,0.5555985892601387,0.3333333333333333,0.2923004987198153,0.3771784081413056,0,0.008130083,0.0108675845,Safe
N_89,12.88,74.82,0.0,1.0,14.9,2.7005383095579147,2.228800147911492,0.0,0.3333333333333333,0.149,0.2700538309557915,0.4457600295822983,0.3333333333333333,0.3570742084074034,0.3496444645944438,0,0.008130083,0.0108675845,Safe
N_90,12.88,74.83,0.0,1.0,35.8,2.430238257980603,1.5525737707761464,0.0,0.3333333333333333,0.358,0.2430238257980602,0.3105147541552293,0.3333333333333333,0.3952196979260386,0.3031162880222391,0,0.008130083,0.0108675845,Safe
N_91,12.88,74.84,0.0,1.0,53.8,2.620954462950984,1.0097780373264864,0.0,0.3333333333333333,0.5379999999999999,0.2620954462950984,0.2019556074652972,0.3333333333333333,0.3675180947039664,0.2539610475389283,0,0.008130083,0.0108675845,Safe
N_92,12.88,74.85,0.0,1.0,75.6,2.9372704850135327,0.1338734766143604,0.0,0.3333333333333333,0.7559999999999999,0.2937270485013533,0.026774695322872,0.3333333333333333,0.3292429847569352,0.1937197810468736,0,0.008130083,0.0108675845,Safe
N_93,12.88,74.86,0.0,1.0,94.5,2.042028416824906,0.1785519830966353,0.0,0.3333333333333333,0.945,0.2042028416824906,0.035710396619327,0.3333333333333333,0.4668472146052496,0.1671104155241208,0,0.008130083,0.0108675845,Safe
N_94,12.88,74.87,0.0,1.0,114.6,1.4360732962859266,0.2112037732904011,0.0,0.3333333333333333,1.0,0.1436073296285926,0.0422407546580802,0.3333333333333333,0.6510106011333581,0.180984923503337,0,0.008130083,0.0108675845,Safe
N_95,12.88,74.88,0.0,1.0,138.2,1.5181690541172683,0.441302609124245,0.0,0.3333333333333333,1.0,0.1518169054117268,0.088260521824849,0.3333333333333333,0.617982402676408,0.1760306937347945,0,0.008130083,0.0108675845,Safe
N_96,12.88,74.89,0.0,1.0,159.5,2.2130233501876297,0.9360745114805932,0.0,0.3333333333333333,1.0,0.2213023350187629,0.1872149022961186,0.3333333333333333,0.4323345892374503,0.1481835217189508,0,0.008130083,0.0108675845,Safe
N_97,12.88,74.9,0.0,1.0,183.9,2.3847906383894197,1.976785238321005,0.0,0.3333333333333333,1.0,0.2384790638389419,0.395357047664201,0.3333333333333333,0.4024483932570575,0.1437005923218919,0,0.008130083,0.0108675845,Safe
N_98,12.88,74.91,0.0,1.0,203.8,1.3014020018962658,3.047799394717208,0.0,0.3333333333333333,1.0,0.1301402001896265,0.6095598789434417,0.3333333333333333,0.7135711228090722,0.1903690017546941,0,0.008130083,0.0108675845,Safe
N_99,12.89,74.81,0.0,1.0,3.2,4.203143222848787,3.6931855300081713,0.0,0.3333333333333333,0.032,0.4203143222848787,0.7386371060016342,0.3333333333333333,0.2323882678806064,0.3601915735154243,0,0.008130083,0.0108675845,Safe
N_100,12.89,74.82,0.0,1.0,20.2,3.7322271371921327,3.1053959433763447,0.0,0.3333333333333333,0.2019999999999999,0.3732227137192133,0.6210791886752689,0.3333333333333333,0.2609448668360243,0.321975063358737,0,0.008130083,0.0108675845,Safe
N_101,12.89,74.83,0.0,1.0,40.1,3.541571058755438,2.3883833217790333,0.0,0.3333333333333333,0.401,0.3541571058755438,0.4776766643558067,0.3333333333333333,0.2746067518291858,0.2742743461077112,0,0.008130083,0.0108675845,Safe
N_102,12.89,74.84,0.0,1.0,59.2,3.675055296963921,1.4683495792205152,0.0,0.3333333333333333,0.5920000000000001,0.367505529696392,0.293669915844103,0.3333333333333333,0.2648967819899877,0.2250678506318314,0,0.008130083,0.0108675845,Safe
N_103,12.89,74.85,0.0,1.0,81.3,3.593157479060506,0.711098126224992,0.0,0.3333333333333333,0.813,0.3593157479060506,0.1422196252449984,0.3333333333333333,0.2707710152274329,0.1706989856174482,0,0.008130083,0.0108675845,Safe
N_104,12.89,74.86,0.0,1.0,98.6,2.907452616027598,0.2869244181505875,0.0,0.3333333333333333,0.986,0.2907452616027598,0.0573848836301175,0.3333333333333333,0.332507316880308,0.1367094308653795,0,0.008130083,0.0108675845,Safe
N_105,12.89,74.87,0.0,1.0,119.6,2.519085405135729,0.3671033180774847,0.0,0.3333333333333333,1.0,0.2519085405135729,0.0734206636154969,0.3333333333333333,0.3818126732481169,0.1406052343205508,0,0.008130083,0.0108675845,Safe
N_106,12.89,74.88,0.0,1.0,143.2,2.566770804783611,0.768377445610002,0.0,0.3333333333333333,1.0,0.2566770804783611,0.1536754891220004,0.3333333333333333,0.3749853561491733,0.1395811367557093,0,0.008130083,0.0108675845,Safe
N_107,12.89,74.89,0.0,1.0,164.0,3.0299907544156506,1.127769564321712,0.0,0.3333333333333333,1.0,0.302999075441565,0.2255539128643424,0.3333333333333333,0.3194897616196613,0.1312567975762825,0,0.008130083,0.0108675845,Safe
N_108,12.89,74.9,0.0,1.0,188.2,2.655563877522862,2.0744125803839264,0.0,0.3333333333333333,1.0,0.2655563877522862,0.4148825160767853,0.3333333333333333,0.3629021298170589,0.1377686528058921,0,0.008130083,0.0108675845,Safe
N_109,12.89,74.91,0.0,1.0,208.0,1.748885275950831,3.111972683792563,0.0,0.3333333333333333,1.0,0.1748885275950831,0.6223945367585126,0.3333333333333333,0.5408664415296007,0.1644632995627734,0,0.008130083,0.0108675845,Safe
N_110,12.9,74.81,0.0,1.0,5.0,5.174527836848747,4.658213768582788,0.0,0.3333333333333333,0.05,0.5174527836848747,0.9316427537165576,0.3333333333333333,0.1895904298795866,0.3492718978152713,0,0.008130083,0.0108675845,Safe
N_111,12.9,74.82,0.0,1.0,21.0,4.7998952029948905,3.8748816553617633,0.0,0.3333333333333333,0.21,0.479989520299489,0.7749763310723526,0.3333333333333333,0.204085997469657,0.3114462329537819,0,0.008130083,0.0108675845,Safe
N_112,12.9,74.83,0.0,1.0,41.3,4.653198413992089,3.0193932042033635,0.0,0.3333333333333333,0.413,0.4653198413992089,0.6038786408406727,0.3333333333333333,0.210384653217143,0.2616410313159047,0,0.008130083,0.0108675845,Safe
