timestamp,latitude,longitude,city,rain_1h_mm,rain_3h_mm,rain_24h_mm,humidity_pct,temp_celsius,wind_speed_ms,pressure_hpa,source,api_endpoint
2024-06-01T18:00,12.8698,74.8431,Mangalore,0.0,0.2,2.8000000000000003,83,29.4,9.7,1001.8,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-01T19:00,12.8698,74.8431,Mangalore,0.0,0.0,2.8000000000000003,85,28.9,8.5,1002.3,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-01T20:00,12.8698,74.8431,Mangalore,0.0,0.0,2.8000000000000003,86,28.7,7.9,1002.9,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-01T21:00,12.8698,74.8431,Mangalore,0.0,0.0,2.8000000000000003,89,28.1,4.8,1003.3,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-01T22:00,12.8698,74.8431,Mangalore,0.1,0.1,2.9,91,27.7,4.0,1003.4,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-01T23:00,12.8698,74.8431,Mangalore,0.0,0.1,2.9,92,27.5,5.9,1003.2,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-02T00:00,12.8698,74.8431,Mangalore,2.2,2.3000000000000003,4.9,95,26.9,6.1,1003.2,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-02T01:00,12.8698,74.8431,Mangalore,3.9,6.1,8.4,95,26.2,1.8,1003.0,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-02T02:00,12.8698,74.8431,Mangalore,0.0,6.1,8.3,95,26.0,4.8,1002.7,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-02T03:00,12.8698,74.8431,Mangalore,0.1,4.0,8.4,97,25.8,2.7,1002.1,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-02T04:00,12.8698,74.8431,Mangalore,0.1,0.2,8.299999999999999,97,25.8,1.6,1002.2,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-02T05:00,12.8698,74.8431,Mangalore,0.0,0.2,8.299999999999999,97,26.0,1.8,1002.3,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-02T06:00,12.8698,74.8431,Mangalore,2.4,2.5,10.6,95,26.7,3.9,1001.7,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-02T07:00,12.8698,74.8431,Mangalore,0.0,2.4,10.6,90,28.0,8.4,1002.9,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-02T08:00,12.8698,74.8431,Mangalore,0.1,2.5,10.6,87,28.8,5.9,1003.8,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-02T09:00,12.8698,74.8431,Mangalore,0.4,0.5,10.799999999999999,85,29.0,9.2,1003.8,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-02T10:00,12.8698,74.8431,Mangalore,0.2,0.7,10.9,82,30.1,12.8,1003.6,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-02T11:00,12.8698,74.8431,Mangalore,0.6,1.2000000000000002,11.4,81,30.4,14.3,1003.2,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-02T12:00,12.8698,74.8431,Mangalore,3.4,4.2,14.600000000000001,81,29.9,14.9,1002.3,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-02T13:00,12.8698,74.8431,Mangalore,0.9,4.9,15.0,84,29.9,14.3,1002.1,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-02T14:00,12.8698,74.8431,Mangalore,0.4,4.7,15.1,87,28.7,11.3,1001.9,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-02T15:00,12.8698,74.8431,Mangalore,0.9,2.2,15.9,84,28.5,13.6,1001.5,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-02T16:00,12.8698,74.8431,Mangalore,1.2,2.5,16.9,85,28.2,8.0,1001.9,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-02T17:00,12.8698,74.8431,Mangalore,2.3,4.3999999999999995,19.2,91,27.0,8.3,1002.7,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-02T18:00,12.8698,74.8431,Mangalore,0.2,3.6999999999999997,19.4,91,28.2,3.1,1001.6,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-02T19:00,12.8698,74.8431,Mangalore,0.1,2.5999999999999996,19.5,96,27.4,3.9,1002.5,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-02T20:00,12.8698,74.8431,Mangalore,0.0,0.30000000000000004,19.5,96,27.2,4.3,1003.6,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-02T21:00,12.8698,74.8431,Mangalore,0.1,0.2,19.599999999999998,94,27.5,3.4,1004.2,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-02T22:00,12.8698,74.8431,Mangalore,0.0,0.1,19.5,97,26.9,4.1,1004.5,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-02T23:00,12.8698,74.8431,Mangalore,0.0,0.1,19.5,97,26.7,3.6,1004.6,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-03T00:00,12.8698,74.8431,Mangalore,0.0,0.0,17.299999999999997,97,26.5,3.1,1003.4,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-03T01:00,12.8698,74.8431,Mangalore,0.1,0.1,13.5,96,26.4,4.3,1003.0,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-03T02:00,12.8698,74.8431,Mangalore,5.0,5.1,18.5,94,25.9,1.1,1003.4,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-03T03:00,12.8698,74.8431,Mangalore,0.2,5.3,18.599999999999998,97,25.5,5.6,1002.6,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-03T04:00,12.8698,74.8431,Mangalore,0.1,5.3,18.6,97,25.1,7.2,1003.1,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-03T05:00,12.8698,74.8431,Mangalore,0.0,0.30000000000000004,18.6,97,25.1,6.9,1003.4,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-03T06:00,12.8698,74.8431,Mangalore,0.0,0.1,16.2,93,26.2,4.4,1002.9,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-03T07:00,12.8698,74.8431,Mangalore,0.0,0.0,16.2,93,26.9,4.2,1003.5,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-03T08:00,12.8698,74.8431,Mangalore,0.0,0.0,16.1,87,28.1,4.9,1003.6,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-03T09:00,12.8698,74.8431,Mangalore,0.1,0.1,15.8,86,29.0,2.6,1004.0,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-03T10:00,12.8698,74.8431,Mangalore,0.2,0.30000000000000004,15.799999999999999,83,29.7,3.3,1004.2,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-03T11:00,12.8698,74.8431,Mangalore,0.2,0.5,15.4,81,29.9,6.7,1003.5,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-03T12:00,12.8698,74.8431,Mangalore,6.0,6.4,18.0,87,27.7,8.2,1003.6,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-03T13:00,12.8698,74.8431,Mangalore,0.1,6.3,17.2,86,28.4,9.2,1002.2,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-03T14:00,12.8698,74.8431,Mangalore,0.1,6.2,16.9,85,28.9,11.4,1002.3,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-03T15:00,12.8698,74.8431,Mangalore,0.1,0.30000000000000004,16.1,84,28.6,7.5,1001.9,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-03T16:00,12.8698,74.8431,Mangalore,0.0,0.2,14.9,85,28.2,6.2,1001.6,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-03T17:00,12.8698,74.8431,Mangalore,0.0,0.1,12.6,85,28.1,3.2,1002.1,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-03T18:00,12.8698,74.8431,Mangalore,0.1,0.1,12.5,88,28.1,4.1,1002.8,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-03T19:00,12.8698,74.8431,Mangalore,0.4,0.5,12.8,91,27.5,5.4,1002.8,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-03T20:00,12.8698,74.8431,Mangalore,0.5,1.0,13.3,95,27.0,6.3,1003.5,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-03T21:00,12.8698,74.8431,Mangalore,0.5,1.4,13.7,96,26.6,7.3,1003.9,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-03T22:00,12.8698,74.8431,Mangalore,0.6,1.6,14.299999999999999,95,26.3,8.0,1004.1,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-03T23:00,12.8698,74.8431,Mangalore,0.5,1.6,14.799999999999999,95,26.0,6.5,1003.9,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-04T00:00,12.8698,74.8431,Mangalore,0.5,1.6,15.299999999999999,95,25.8,6.9,1003.5,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-04T01:00,12.8698,74.8431,Mangalore,0.1,1.0999999999999999,15.3,95,25.8,6.7,1002.9,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-04T02:00,12.8698,74.8431,Mangalore,1.5,2.1,11.8,95,25.4,4.1,1002.7,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-04T03:00,12.8698,74.8431,Mangalore,4.7,6.300000000000001,16.3,97,24.6,5.9,1002.9,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-04T04:00,12.8698,74.8431,Mangalore,0.8,7.0,17.0,97,24.7,9.4,1003.0,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-04T05:00,12.8698,74.8431,Mangalore,3.4,8.9,20.4,97,24.3,7.3,1003.6,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-04T06:00,12.8698,74.8431,Mangalore,6.0,10.2,26.4,96,24.8,7.9,1004.0,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-04T07:00,12.8698,74.8431,Mangalore,0.5,9.899999999999999,26.9,91,25.5,5.2,1004.7,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-04T08:00,12.8698,74.8431,Mangalore,0.4,6.8999999999999995,27.3,90,26.5,6.6,1005.2,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-04T09:00,12.8698,74.8431,Mangalore,0.1,0.9999999999999991,27.3,85,28.1,5.1,1005.3,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-04T10:00,12.8698,74.8431,Mangalore,0.0,0.4999999999999991,27.099999999999998,78,29.9,4.3,1005.0,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-04T11:00,12.8698,74.8431,Mangalore,0.1,0.19999999999999912,27.0,78,30.5,3.1,1004.5,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-04T12:00,12.8698,74.8431,Mangalore,0.1,0.19999999999999912,21.099999999999998,78,30.8,9.2,1004.1,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-04T13:00,12.8698,74.8431,Mangalore,2.8,2.999999999999999,23.8,83,29.2,10.6,1003.2,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-04T14:00,12.8698,74.8431,Mangalore,0.2,3.099999999999999,23.9,82,29.1,11.7,1002.5,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-04T15:00,12.8698,74.8431,Mangalore,0.1,3.0999999999999988,23.9,84,29.3,7.9,1002.2,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-04T16:00,12.8698,74.8431,Mangalore,1.9,2.1999999999999993,25.799999999999997,85,28.2,8.4,1002.2,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-04T17:00,12.8698,74.8431,Mangalore,6.0,7.999999999999999,31.799999999999997,90,26.4,5.4,1002.9,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-04T18:00,12.8698,74.8431,Mangalore,1.3,9.2,33.0,88,27.7,4.2,1002.7,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-04T19:00,12.8698,74.8431,Mangalore,0.6,7.8999999999999995,33.2,92,27.1,1.8,1003.1,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-04T20:00,12.8698,74.8431,Mangalore,0.0,1.899999999999999,32.7,94,26.6,4.0,1003.7,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-04T21:00,12.8698,74.8431,Mangalore,0.0,0.5999999999999991,32.2,94,26.5,6.8,1004.5,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-04T22:00,12.8698,74.8431,Mangalore,0.0,0.0,31.6,95,26.1,7.2,1004.7,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-04T23:00,12.8698,74.8431,Mangalore,0.0,0.0,31.1,96,25.8,6.5,1004.7,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-05T00:00,12.8698,74.8431,Mangalore,0.0,0.0,30.6,96,25.8,6.4,1004.4,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-05T01:00,12.8698,74.8431,Mangalore,0.1,0.09999999999999912,30.6,96,25.8,9.3,1004.1,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-05T02:00,12.8698,74.8431,Mangalore,0.0,0.09999999999999912,29.1,95,25.8,8.8,1003.5,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-05T03:00,12.8698,74.8431,Mangalore,0.0,0.09999999999999912,24.400000000000002,96,25.5,8.9,1003.0,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-05T04:00,12.8698,74.8431,Mangalore,0.0,0.0,23.6,96,25.1,9.2,1003.0,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-05T05:00,12.8698,74.8431,Mangalore,0.0,0.0,20.200000000000003,94,25.0,9.2,1003.6,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-05T06:00,12.8698,74.8431,Mangalore,0.2,0.19999999999999912,14.4,97,25.4,8.2,1003.8,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-05T07:00,12.8698,74.8431,Mangalore,0.1,0.29999999999999916,14.0,93,25.9,10.1,1005.0,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-05T08:00,12.8698,74.8431,Mangalore,1.2,1.4999999999999991,14.8,90,26.2,5.3,1005.7,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-05T09:00,12.8698,74.8431,Mangalore,2.0,3.299999999999999,16.7,89,26.1,1.5,1006.0,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-05T10:00,12.8698,74.8431,Mangalore,1.3,4.499999999999999,18.0,87,26.5,5.6,1006.1,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-05T11:00,12.8698,74.8431,Mangalore,0.5,3.799999999999999,18.400000000000002,83,28.0,6.6,1005.7,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-05T12:00,12.8698,74.8431,Mangalore,0.3,2.099999999999999,18.6,85,28.0,10.8,1005.0,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-05T13:00,12.8698,74.8431,Mangalore,0.1,0.8999999999999991,15.899999999999999,86,28.0,9.1,1004.1,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-05T14:00,12.8698,74.8431,Mangalore,0.1,0.4999999999999991,15.8,83,28.5,6.0,1003.2,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-05T15:00,12.8698,74.8431,Mangalore,3.9,4.099999999999999,19.6,85,27.1,7.2,1002.8,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-05T16:00,12.8698,74.8431,Mangalore,2.5,6.499999999999999,20.200000000000003,87,26.9,2.9,1002.6,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-05T17:00,12.8698,74.8431,Mangalore,0.3,6.699999999999999,14.5,88,26.8,4.2,1003.0,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-05T18:00,12.8698,74.8431,Mangalore,1.9,4.699999999999999,15.1,90,26.3,4.1,1003.8,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-05T19:00,12.8698,74.8431,Mangalore,0.1,2.299999999999999,14.6,92,26.3,1.8,1003.8,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-05T20:00,12.8698,74.8431,Mangalore,0.2,2.199999999999999,14.799999999999999,95,25.9,7.6,1004.4,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-05T21:00,12.8698,74.8431,Mangalore,0.1,0.39999999999999913,14.9,96,25.5,6.5,1005.1,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-05T22:00,12.8698,74.8431,Mangalore,0.0,0.29999999999999916,14.9,95,25.5,6.2,1005.2,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-05T23:00,12.8698,74.8431,Mangalore,0.0,0.09999999999999912,14.9,95,25.5,5.5,1004.9,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-06T00:00,12.8698,74.8431,Mangalore,0.2,0.19999999999999912,15.1,96,25.3,5.3,1004.9,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
2024-06-06T01:00,12.8698,74.8431,Mangalore,0.7,0.899999999999999,15.7,96,25.4,5.3,1004.5,Open-Meteo_ERA5_Historical,https://archive-api.open-meteo.com/v1/archive?latitude=12.8698&longitude=74.8431
