latitude,longitude,elevation_m,slope_deg,aspect_deg,flood_risk_zone,source,resolution_m
12.82,74.88155,147.0,33.26,98.6,LOW,SRTM_30m_simulated,150
12.82,74.8829,149.6,36.01,292.5,LOW,SRTM_30m_simulated,150
12.82,74.88425,153.2,24.74,72.8,LOW,SRTM_30m_simulated,150
12.82,74.8856,156.4,12.28,279.7,LOW,SRTM_30m_simulated,150
12.82,74.88695,159.0,37.88,252.7,LOW,SRTM_30m_simulated,150
12.82,74.8883,162.3,5.09,337.3,LOW,SRTM_30m_simulated,150
12.82,74.88965,165.0,30.1,16.6,LOW,SRTM_30m_simulated,150
12.82,74.891,167.4,20.84,183.8,LOW,SRTM_30m_simulated,150
12.82,74.89235,171.3,4.38,293.4,LOW,SRTM_30m_simulated,150
12.82,74.8937,174.0,16.61,236.1,LOW,SRTM_30m_simulated,150
12.82,74.89505,177.1,16.45,214.3,LOW,SRTM_30m_simulated,150
12.82,74.8964,179.3,35.8,129.4,LOW,SRTM_30m_simulated,150
12.82,74.89775,182.7,4.34,13.4,LOW,SRTM_30m_simulated,150
12.82,74.8991,185.3,30.12,22.8,LOW,SRTM_30m_simulated,150
12.82,74.90045,188.7,0.13,32.1,LOW,SRTM_30m_simulated,150
12.82,74.9018,192.0,37.67,288.6,LOW,SRTM_30m_simulated,150
12.82,74.90315,195.2,10.12,183.1,LOW,SRTM_30m_simulated,150
12.82,74.9045,196.7,16.43,97.3,LOW,SRTM_30m_simulated,150
12.82,74.90585,200.8,4.21,271.1,LOW,SRTM_30m_simulated,150
12.82,74.9072,203.2,36.0,182.7,LOW,SRTM_30m_simulated,150
12.82,74.90855,206.1,21.38,94.6,LOW,SRTM_30m_simulated,150
12.82,74.9099,210.0,46.19,9.7,LOW,SRTM_30m_simulated,150
12.82135,74.81,5.1,8.27,15.7,MEDIUM,SRTM_30m_simulated,150
12.82135,74.81135,7.3,6.37,110.5,MEDIUM,SRTM_30m_simulated,150
12.82135,74.8127,9.8,1.01,322.8,MEDIUM,SRTM_30m_simulated,150
12.82135,74.81405,11.6,15.17,266.7,MEDIUM,SRTM_30m_simulated,150
12.82135,74.8154,14.0,15.48,10.0,MEDIUM,SRTM_30m_simulated,150
12.82135,74.81675,16.6,15.52,15.0,LOW,SRTM_30m_simulated,150
12.82135,74.8181,18.8,8.52,209.8,LOW,SRTM_30m_simulated,150
12.82135,74.81945,20.8,15.17,352.4,LOW,SRTM_30m_simulated,150
12.82135,74.8208,22.7,12.31,330.6,LOW,SRTM_30m_simulated,150
12.82135,74.82215,25.8,1.65,65.8,LOW,SRTM_30m_simulated,150
12.82135,74.8235,27.8,10.31,244.2,LOW,SRTM_30m_simulated,150
12.82135,74.82485,31.3,17.33,271.3,LOW,SRTM_30m_simulated,150
12.82135,74.8262,32.8,11.36,254.2,LOW,SRTM_30m_simulated,150
12.82135,74.82755,36.6,14.19,16.3,LOW,SRTM_30m_simulated,150
12.82135,74.8289,37.8,0.76,124.0,LOW,SRTM_30m_simulated,150
12.82135,74.83025,41.1,18.25,105.6,LOW,SRTM_30m_simulated,150
12.82135,74.8316,44.5,6.6,317.7,LOW,SRTM_30m_simulated,150
12.82135,74.83295,46.5,17.48,121.0,LOW,SRTM_30m_simulated,150
12.82135,74.8343,47.9,0.11,210.7,LOW,SRTM_30m_simulated,150
12.82135,74.83565,51.4,6.64,236.0,LOW,SRTM_30m_simulated,150
12.82135,74.837,53.3,11.31,294.0,LOW,SRTM_30m_simulated,150
12.82135,74.83835,56.3,12.46,276.4,LOW,SRTM_30m_simulated,150
12.82135,74.8397,59.3,22.35,94.5,LOW,SRTM_30m_simulated,150
12.82135,74.84105,62.2,18.1,217.2,LOW,SRTM_30m_simulated,150
12.82135,74.8424,64.6,18.91,185.2,LOW,SRTM_30m_simulated,150
12.82135,74.84375,68.2,18.93,227.3,LOW,SRTM_30m_simulated,150
12.82135,74.8451,69.5,0.55,118.5,LOW,SRTM_30m_simulated,150
12.82135,74.84645,71.9,3.96,243.2,LOW,SRTM_30m_simulated,150
12.82135,74.8478,75.3,0.42,173.7,LOW,SRTM_30m_simulated,150
12.82135,74.84915,77.8,25.31,340.7,LOW,SRTM_30m_simulated,150
12.82135,74.8505,80.9,9.98,19.1,LOW,SRTM_30m_simulated,150
12.82135,74.85185,83.6,7.7,81.1,LOW,SRTM_30m_simulated,150
12.82135,74.8532,85.9,2.54,0.4,LOW,SRTM_30m_simulated,150
12.82135,74.85455,89.2,9.35,253.1,LOW,SRTM_30m_simulated,150
12.82135,74.8559,91.1,13.04,258.2,LOW,SRTM_30m_simulated,150
12.82135,74.85725,94.1,27.49,328.1,LOW,SRTM_30m_simulated,150
12.82135,74.8586,96.8,16.9,352.4,LOW,SRTM_30m_simulated,150
12.82135,74.85995,99.3,18.77,346.9,LOW,SRTM_30m_simulated,150
12.82135,74.8613,102.8,13.39,190.1,LOW,SRTM_30m_simulated,150
12.82135,74.86265,105.5,4.37,326.0,LOW,SRTM_30m_simulated,150
12.82135,74.864,108.3,31.1,321.8,LOW,SRTM_30m_simulated,150
12.82135,74.86535,111.8,11.82,105.6,LOW,SRTM_30m_simulated,150
12.82135,74.8667,115.5,24.39,12.5,LOW,SRTM_30m_simulated,150
12.82135,74.86805,117.4,9.77,277.4,LOW,SRTM_30m_simulated,150
12.82135,74.8694,121.0,15.3,330.5,LOW,SRTM_30m_simulated,150
12.82135,74.87075,124.0,17.39,346.8,LOW,SRTM_30m_simulated,150
12.82135,74.8721,126.5,8.75,98.0,LOW,SRTM_30m_simulated,150
12.82135,74.87345,129.6,14.41,43.8,LOW,SRTM_30m_simulated,150
12.82135,74.8748,132.0,25.66,356.9,LOW,SRTM_30m_simulated,150
12.82135,74.87615,135.6,14.37,24.9,LOW,SRTM_30m_simulated,150
12.82135,74.8775,138.6,6.71,279.2,LOW,SRTM_30m_simulated,150
12.82135,74.87885,141.7,35.26,330.6,LOW,SRTM_30m_simulated,150
12.82135,74.8802,144.3,25.3,73.1,LOW,SRTM_30m_simulated,150
12.82135,74.88155,147.1,28.72,170.3,LOW,SRTM_30m_simulated,150
12.82135,74.8829,151.0,20.0,222.5,LOW,SRTM_30m_simulated,150
12.82135,74.88425,153.4,34.57,206.6,LOW,SRTM_30m_simulated,150
12.82135,74.8856,155.9,21.57,215.8,LOW,SRTM_30m_simulated,150
12.82135,74.88695,158.7,5.47,37.8,LOW,SRTM_30m_simulated,150
12.82135,74.8883,162.7,26.69,157.3,LOW,SRTM_30m_simulated,150
12.82135,74.88965,165.6,26.1,81.1,LOW,SRTM_30m_simulated,150
12.82135,74.891,168.2,34.94,324.6,LOW,SRTM_30m_simulated,150
12.82135,74.89235,170.6,9.63,174.4,LOW,SRTM_30m_simulated,150
12.82135,74.8937,173.5,39.73,219.7,LOW,SRTM_30m_simulated,150
12.82135,74.89505,177.3,32.51,143.7,LOW,SRTM_30m_simulated,150
12.82135,74.8964,179.5,15.32,216.0,LOW,SRTM_30m_simulated,150
12.82135,74.89775,183.1,3.83,20.1,LOW,SRTM_30m_simulated,150
12.82135,74.8991,186.3,33.66,108.1,LOW,SRTM_30m_simulated,150
12.82135,74.90045,188.6,34.39,358.1,LOW,SRTM_30m_simulated,150
12.82135,74.9018,191.5,40.14,31.7,LOW,SRTM_30m_simulated,150
12.82135,74.90315,194.1,20.97,177.3,LOW,SRTM_30m_simulated,150
12.82135,74.9045,198.3,17.14,103.2,LOW,SRTM_30m_simulated,150
12.82135,74.90585,199.9,15.03,73.2,LOW,SRTM_30m_simulated,150
12.82135,74.9072,204.2,43.93,154.9,LOW,SRTM_30m_simulated,150
12.82135,74.90855,205.8,28.47,61.9,LOW,SRTM_30m_simulated,150
12.82135,74.9099,208.5,4.51,294.9,LOW,SRTM_30m_simulated,150
12.8227,74.81,4.7,11.51,90.9,HIGH,SRTM_30m_simulated,150
12.8227,74.81135,7.2,5.66,350.5,MEDIUM,SRTM_30m_simulated,150
12.8227,74.8127,9.4,3.84,189.7,MEDIUM,SRTM_30m_simulated,150
12.8227,74.81405,11.6,3.21,316.4,MEDIUM,SRTM_30m_simulated,150
12.8227,74.8154,14.0,14.02,63.6,MEDIUM,SRTM_30m_simulated,150
12.8227,74.81675,16.2,10.24,268.4,LOW,SRTM_30m_simulated,150
12.8227,74.8181,18.5,5.69,284.5,LOW,SRTM_30m_simulated,150
12.8227,74.81945,21.0,0.32,198.7,LOW,SRTM_30m_simulated,150
12.8227,74.8208,22.7,7.14,315.6,LOW,SRTM_30m_simulated,150
12.8227,74.82215,26.2,18.66,50.2,LOW,SRTM_30m_simulated,150
12.8227,74.8235,28.3,9.54,260.0,LOW,SRTM_30m_simulated,150
12.8227,74.82485,31.2,11.13,212.9,LOW,SRTM_30m_simulated,150
12.8227,74.8262,32.5,6.82,335.3,LOW,SRTM_30m_simulated,150
12.8227,74.82755,36.0,12.73,299.6,LOW,SRTM_30m_simulated,150
12.8227,74.8289,38.9,11.51,99.1,LOW,SRTM_30m_simulated,150
12.8227,74.83025,41.1,14.9,90.5,LOW,SRTM_30m_simulated,150
12.8227,74.8316,43.9,1.17,284.5,LOW,SRTM_30m_simulated,150
12.8227,74.83295,47.8,4.73,19.6,LOW,SRTM_30m_simulated,150
12.8227,74.8343,49.2,11.85,223.9,LOW,SRTM_30m_simulated,150
12.8227,74.83565,50.8,3.23,355.6,LOW,SRTM_30m_simulated,150
12.8227,74.837,54.9,2.73,12.8,LOW,SRTM_30m_simulated,150
12.8227,74.83835,57.7,23.3,71.4,LOW,SRTM_30m_simulated,150
12.8227,74.8397,59.1,6.06,254.9,LOW,SRTM_30m_simulated,150
12.8227,74.84105,61.8,17.63,350.9,LOW,SRTM_30m_simulated,150
12.8227,74.8424,64.0,22.84,140.4,LOW,SRTM_30m_simulated,150
12.8227,74.84375,67.2,3.69,94.7,LOW,SRTM_30m_simulated,150
12.8227,74.8451,70.4,6.46,237.1,LOW,SRTM_30m_simulated,150
12.8227,74.84645,73.0,24.65,88.3,LOW,SRTM_30m_simulated,150
12.8227,74.8478,76.6,18.33,260.0,LOW,SRTM_30m_simulated,150
12.8227,74.84915,77.7,12.56,23.3,LOW,SRTM_30m_simulated,150
12.8227,74.8505,80.7,13.96,321.4,LOW,SRTM_30m_simulated,150
12.8227,74.85185,84.0,2.77,58.4,LOW,SRTM_30m_simulated,150
12.8227,74.8532,86.4,27.22,261.2,LOW,SRTM_30m_simulated,150
12.8227,74.85455,88.7,24.14,4.3,LOW,SRTM_30m_simulated,150
12.8227,74.8559,92.1,3.03,154.2,LOW,SRTM_30m_simulated,150
12.8227,74.85725,94.7,8.94,267.3,LOW,SRTM_30m_simulated,150
12.8227,74.8586,96.8,15.05,355.0,LOW,SRTM_30m_simulated,150
12.8227,74.85995,99.4,11.71,69.9,LOW,SRTM_30m_simulated,150
12.8227,74.8613,102.4,16.16,196.1,LOW,SRTM_30m_simulated,150
12.8227,74.86265,106.1,17.87,210.6,LOW,SRTM_30m_simulated,150
12.8227,74.864,108.4,10.51,350.8,LOW,SRTM_30m_simulated,150
12.8227,74.86535,111.4,22.07,111.3,LOW,SRTM_30m_simulated,150
12.8227,74.8667,114.7,17.68,342.7,LOW,SRTM_30m_simulated,150
12.8227,74.86805,117.1,14.92,315.2,LOW,SRTM_30m_simulated,150
12.8227,74.8694,120.2,2.28,77.3,LOW,SRTM_30m_simulated,150
12.8227,74.87075,123.5,30.02,181.1,LOW,SRTM_30m_simulated,150
12.8227,74.8721,126.3,5.07,204.2,LOW,SRTM_30m_simulated,150
12.8227,74.87345,129.2,29.44,108.3,LOW,SRTM_30m_simulated,150
12.8227,74.8748,131.9,24.76,359.7,LOW,SRTM_30m_simulated,150
12.8227,74.87615,135.8,12.06,25.1,LOW,SRTM_30m_simulated,150
12.8227,74.8775,138.5,7.88,12.7,LOW,SRTM_30m_simulated,150
12.8227,74.87885,141.3,12.79,139.2,LOW,SRTM_30m_simulated,150
12.8227,74.8802,144.3,0.74,345.5,LOW,SRTM_30m_simulated,150
12.8227,74.88155,146.7,33.13,106.1,LOW,SRTM_30m_simulated,150
12.8227,74.8829,150.0,20.1,49.7,LOW,SRTM_30m_simulated,150
12.8227,74.88425,152.8,0.67,70.4,LOW,SRTM_30m_simulated,150
12.8227,74.8856,157.2,16.36,81.2,LOW,SRTM_30m_simulated,150
12.8227,74.88695,158.6,38.07,244.5,LOW,SRTM_30m_simulated,150
12.8227,74.8883,162.6,9.49,27.2,LOW,SRTM_30m_simulated,150
12.8227,74.88965,164.8,4.26,204.1,LOW,SRTM_30m_simulated,150
12.8227,74.891,167.3,17.21,208.3,LOW,SRTM_30m_simulated,150
12.8227,74.89235,170.9,6.17,59.8,LOW,SRTM_30m_simulated,150
12.8227,74.8937,173.6,32.53,92.8,LOW,SRTM_30m_simulated,150
12.8227,74.89505,176.9,8.55,3.9,LOW,SRTM_30m_simulated,150
12.8227,74.8964,179.4,38.97,126.8,LOW,SRTM_30m_simulated,150
12.8227,74.89775,182.0,1.55,358.0,LOW,SRTM_30m_simulated,150
12.8227,74.8991,187.2,17.53,216.5,LOW,SRTM_30m_simulated,150
12.8227,74.90045,188.6,30.44,226.8,LOW,SRTM_30m_simulated,150
12.8227,74.9018,191.6,4.35,95.5,LOW,SRTM_30m_simulated,150
12.8227,74.90315,195.1,41.06,146.9,LOW,SRTM_30m_simulated,150
12.8227,74.9045,196.7,3.1,122.7,LOW,SRTM_30m_simulated,150
12.8227,74.90585,201.3,25.83,302.4,LOW,SRTM_30m_simulated,150
12.8227,74.9072,204.8,2.76,117.0,LOW,SRTM_30m_simulated,150
12.8227,74.90855,205.9,17.09,266.1,LOW,SRTM_30m_simulated,150
12.8227,74.9099,208.7,23.24,81.6,LOW,SRTM_30m_simulated,150
12.82405,74.81,3.6,11.54,118.6,HIGH,SRTM_30m_simulated,150
12.82405,74.81135,6.2,7.2,80.8,MEDIUM,SRTM_30m_simulated,150
12.82405,74.8127,9.1,4.61,67.7,MEDIUM,SRTM_30m_simulated,150
12.82405,74.81405,10.4,0.75,358.6,MEDIUM,SRTM_30m_simulated,150
12.82405,74.8154,14.1,4.56,71.7,MEDIUM,SRTM_30m_simulated,150
12.82405,74.81675,15.7,12.01,261.2,LOW,SRTM_30m_simulated,150
12.82405,74.8181,18.1,2.7,185.1,LOW,SRTM_30m_simulated,150
12.82405,74.81945,20.9,8.54,149.0,LOW,SRTM_30m_simulated,150
12.82405,74.8208,23.0,17.22,42.3,LOW,SRTM_30m_simulated,150
12.82405,74.82215,25.8,15.66,98.7,LOW,SRTM_30m_simulated,150
12.82405,74.8235,27.8,7.03,200.6,LOW,SRTM_30m_simulated,150
12.82405,74.82485,30.9,1.71,233.1,LOW,SRTM_30m_simulated,150
12.82405,74.8262,33.4,17.7,317.6,LOW,SRTM_30m_simulated,150
12.82405,74.82755,36.0,16.69,74.8,LOW,SRTM_30m_simulated,150
12.82405,74.8289,37.4,7.99,94.8,LOW,SRTM_30m_simulated,150
12.82405,74.83025,40.6,6.34,287.9,LOW,SRTM_30m_simulated,150
12.82405,74.8316,43.7,9.25,243.9,LOW,SRTM_30m_simulated,150
12.82405,74.83295,46.7,7.71,114.4,LOW,SRTM_30m_simulated,150
12.82405,74.8343,49.1,3.76,169.5,LOW,SRTM_30m_simulated,150
12.82405,74.83565,50.8,10.31,96.3,LOW,SRTM_30m_simulated,150
12.82405,74.837,54.0,16.25,41.6,LOW,SRTM_30m_simulated,150
12.82405,74.83835,57.3,19.01,72.9,LOW,SRTM_30m_simulated,150
12.82405,74.8397,58.6,11.74,219.9,LOW,SRTM_30m_simulated,150
12.82405,74.84105,62.2,11.35,226.7,LOW,SRTM_30m_simulated,150
12.82405,74.8424,64.4,21.85,248.8,LOW,SRTM_30m_simulated,150
12.82405,74.84375,66.7,11.5,80.4,LOW,SRTM_30m_simulated,150
12.82405,74.8451,69.4,4.65,241.6,LOW,SRTM_30m_simulated,150
12.82405,74.84645,73.7,0.81,208.8,LOW,SRTM_30m_simulated,150
12.82405,74.8478,75.0,9.81,86.2,LOW,SRTM_30m_simulated,150
12.82405,74.84915,78.0,5.11,148.3,LOW,SRTM_30m_simulated,150
12.82405,74.8505,80.0,24.66,5.3,LOW,SRTM_30m_simulated,150
12.82405,74.85185,83.9,27.25,325.5,LOW,SRTM_30m_simulated,150
12.82405,74.8532,85.5,10.16,123.5,LOW,SRTM_30m_simulated,150
12.82405,74.85455,89.0,16.13,83.4,LOW,SRTM_30m_simulated,150
12.82405,74.8559,92.1,4.77,275.4,LOW,SRTM_30m_simulated,150
12.82405,74.85725,94.5,11.37,166.9,LOW,SRTM_30m_simulated,150
12.82405,74.8586,97.2,28.07,66.8,LOW,SRTM_30m_simulated,150
12.82405,74.85995,99.6,28.99,131.9,LOW,SRTM_30m_simulated,150
12.82405,74.8613,102.3,13.4,250.2,LOW,SRTM_30m_simulated,150
12.82405,74.86265,106.0,7.05,119.4,LOW,SRTM_30m_simulated,150
12.82405,74.864,108.6,13.64,163.6,LOW,SRTM_30m_simulated,150
12.82405,74.86535,111.6,22.31,73.2,LOW,SRTM_30m_simulated,150
12.82405,74.8667,114.7,0.56,142.5,LOW,SRTM_30m_simulated,150
12.82405,74.86805,116.9,0.36,54.9,LOW,SRTM_30m_simulated,150
12.82405,74.8694,120.0,23.71,321.2,LOW,SRTM_30m_simulated,150
12.82405,74.87075,123.2,11.15,355.1,LOW,SRTM_30m_simulated,150
12.82405,74.8721,126.7,30.43,61.4,LOW,SRTM_30m_simulated,150
12.82405,74.87345,129.5,0.09,121.6,LOW,SRTM_30m_simulated,150
12.82405,74.8748,131.6,15.85,294.0,LOW,SRTM_30m_simulated,150
12.82405,74.87615,136.2,18.96,132.2,LOW,SRTM_30m_simulated,150
12.82405,74.8775,137.8,0.22,232.8,LOW,SRTM_30m_simulated,150
12.82405,74.87885,142.0,23.88,184.5,LOW,SRTM_30m_simulated,150
12.82405,74.8802,144.0,2.6,325.2,LOW,SRTM_30m_simulated,150
12.82405,74.88155,147.6,6.03,90.4,LOW,SRTM_30m_simulated,150
12.82405,74.8829,150.4,12.97,111.9,LOW,SRTM_30m_simulated,150
12.82405,74.88425,153.0,21.67,211.0,LOW,SRTM_30m_simulated,150
12.82405,74.8856,156.2,30.43,319.1,LOW,SRTM_30m_simulated,150
12.82405,74.88695,159.2,16.01,259.9,LOW,SRTM_30m_simulated,150
12.82405,74.8883,161.9,8.25,159.3,LOW,SRTM_30m_simulated,150
12.82405,74.88965,164.2,28.06,263.0,LOW,SRTM_30m_simulated,150
12.82405,74.891,168.1,11.24,261.8,LOW,SRTM_30m_simulated,150
12.82405,74.89235,171.8,22.22,5.5,LOW,SRTM_30m_simulated,150
12.82405,74.8937,174.1,36.69,300.7,LOW,SRTM_30m_simulated,150
12.82405,74.89505,176.3,5.14,284.0,LOW,SRTM_30m_simulated,150
12.82405,74.8964,179.4,35.87,300.9,LOW,SRTM_30m_simulated,150
12.82405,74.89775,181.9,41.46,244.4,LOW,SRTM_30m_simulated,150
12.82405,74.8991,186.3,19.46,232.1,LOW,SRTM_30m_simulated,150
12.82405,74.90045,188.9,37.31,50.5,LOW,SRTM_30m_simulated,150
12.82405,74.9018,192.1,10.48,2.0,LOW,SRTM_30m_simulated,150
12.82405,74.90315,194.6,11.4,52.8,LOW,SRTM_30m_simulated,150
12.82405,74.9045,197.6,36.05,206.6,LOW,SRTM_30m_simulated,150
12.82405,74.90585,200.6,17.66,349.7,LOW,SRTM_30m_simulated,150
12.82405,74.9072,204.0,32.25,295.3,LOW,SRTM_30m_simulated,150
12.82405,74.90855,207.0,0.29,265.4,LOW,SRTM_30m_simulated,150
12.82405,74.9099,210.2,37.46,288.4,LOW,SRTM_30m_simulated,150
12.8254,74.81,5.3,14.04,155.7,MEDIUM,SRTM_30m_simulated,150
12.8254,74.81135,6.7,5.41,141.2,MEDIUM,SRTM_30m_simulated,150
12.8254,74.8127,8.6,7.03,354.1,MEDIUM,SRTM_30m_simulated,150
12.8254,74.81405,11.6,1.69,182.0,MEDIUM,SRTM_30m_simulated,150
12.8254,74.8154,13.6,1.07,15.0,MEDIUM,SRTM_30m_simulated,150
12.8254,74.81675,15.7,8.78,322.3,LOW,SRTM_30m_simulated,150
12.8254,74.8181,18.7,0.52,144.6,LOW,SRTM_30m_simulated,150
12.8254,74.81945,21.0,14.74,78.6,LOW,SRTM_30m_simulated,150
12.8254,74.8208,23.6,15.33,55.1,LOW,SRTM_30m_simulated,150
12.8254,74.82215,25.3,16.79,191.5,LOW,SRTM_30m_simulated,150
12.8254,74.8235,28.3,14.94,66.3,LOW,SRTM_30m_simulated,150
12.8254,74.82485,31.4,3.08,321.9,LOW,SRTM_30m_simulated,150
12.8254,74.8262,33.2,9.86,158.8,LOW,SRTM_30m_simulated,150
12.8254,74.82755,35.4,19.89,191.2,LOW,SRTM_30m_simulated,150
12.8254,74.8289,39.0,2.63,136.0,LOW,SRTM_30m_simulated,150
12.8254,74.83025,41.2,15.36,35.3,LOW,SRTM_30m_simulated,150
12.8254,74.8316,42.8,17.37,170.0,LOW,SRTM_30m_simulated,150
12.8254,74.83295,45.6,20.38,196.7,LOW,SRTM_30m_simulated,150
12.8254,74.8343,48.7,17.37,61.2,LOW,SRTM_30m_simulated,150
12.8254,74.83565,50.9,10.61,14.5,LOW,SRTM_30m_simulated,150
12.8254,74.837,54.2,20.04,51.7,LOW,SRTM_30m_simulated,150
12.8254,74.83835,57.7,9.21,209.1,LOW,SRTM_30m_simulated,150
12.8254,74.8397,58.8,22.86,136.0,LOW,SRTM_30m_simulated,150
12.8254,74.84105,62.4,19.35,241.0,LOW,SRTM_30m_simulated,150
12.8254,74.8424,63.6,13.3,154.7,LOW,SRTM_30m_simulated,150
12.8254,74.84375,66.9,0.66,184.4,LOW,SRTM_30m_simulated,150
12.8254,74.8451,70.1,2.67,68.6,LOW,SRTM_30m_simulated,150
12.8254,74.84645,73.1,6.03,188.3,LOW,SRTM_30m_simulated,150
12.8254,74.8478,75.7,18.19,25.4,LOW,SRTM_30m_simulated,150
12.8254,74.84915,78.7,17.93,140.4,LOW,SRTM_30m_simulated,150
12.8254,74.8505,80.2,20.97,348.4,LOW,SRTM_30m_simulated,150
12.8254,74.85185,83.2,26.96,225.2,LOW,SRTM_30m_simulated,150
12.8254,74.8532,86.4,3.68,254.5,LOW,SRTM_30m_simulated,150
12.8254,74.85455,88.2,27.21,123.4,LOW,SRTM_30m_simulated,150
12.8254,74.8559,91.1,12.82,289.7,LOW,SRTM_30m_simulated,150
12.8254,74.85725,92.8,20.94,127.7,LOW,SRTM_30m_simulated,150
12.8254,74.8586,97.6,16.9,278.1,LOW,SRTM_30m_simulated,150
12.8254,74.85995,99.7,5.82,62.7,LOW,SRTM_30m_simulated,150
12.8254,74.8613,103.0,17.9,35.1,LOW,SRTM_30m_simulated,150
12.8254,74.86265,105.5,10.19,350.8,LOW,SRTM_30m_simulated,150
12.8254,74.864,108.7,22.66,3.3,LOW,SRTM_30m_simulated,150
12.8254,74.86535,111.3,2.31,283.1,LOW,SRTM_30m_simulated,150
12.8254,74.8667,114.6,27.18,182.6,LOW,SRTM_30m_simulated,150
12.8254,74.86805,118.0,30.12,209.5,LOW,SRTM_30m_simulated,150
12.8254,74.8694,120.3,18.39,68.3,LOW,SRTM_30m_simulated,150
12.8254,74.87075,123.3,16.67,176.5,LOW,SRTM_30m_simulated,150
12.8254,74.8721,125.8,10.23,240.9,LOW,SRTM_30m_simulated,150
12.8254,74.87345,128.8,33.83,155.2,LOW,SRTM_30m_simulated,150
