timestamp,latitude,longitude,station,tide_height_m,storm_surge_m,total_water_level_m,tide_type,datum,source,api_endpoint
2024-06-07T13:00:00,12.8698,74.8431,Mangalore_Port,0.595,0.0,0.595,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-07T19:30:00,12.8698,74.8431,Mangalore_Port,1.804,0.0,1.804,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-08T01:30:00,12.8698,74.8431,Mangalore_Port,0.712,0.0,0.712,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-08T07:30:00,12.8698,74.8431,Mangalore_Port,1.667,0.0,1.667,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-08T14:00:00,12.8698,74.8431,Mangalore_Port,0.648,0.0,0.648,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-08T20:30:00,12.8698,74.8431,Mangalore_Port,1.838,0.0,1.838,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-09T03:00:00,12.8698,74.8431,Mangalore_Port,0.724,0.0,0.724,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-09T08:30:00,12.8698,74.8431,Mangalore_Port,1.567,0.0,1.567,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-09T14:30:00,12.8698,74.8431,Mangalore_Port,0.647,0.0,0.647,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-09T21:30:00,12.8698,74.8431,Mangalore_Port,1.903,0.0,1.903,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-10T04:00:00,12.8698,74.8431,Mangalore_Port,0.642,0.0,0.642,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-10T10:00:00,12.8698,74.8431,Mangalore_Port,1.573,0.0,1.573,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-10T15:30:00,12.8698,74.8431,Mangalore_Port,0.611,0.0,0.611,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-10T23:00:00,12.8698,74.8431,Mangalore_Port,2.041,0.0,2.041,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-11T05:00:00,12.8698,74.8431,Mangalore_Port,0.523,0.0,0.523,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-11T11:00:00,12.8698,74.8431,Mangalore_Port,1.648,0.0,1.648,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-11T16:30:00,12.8698,74.8431,Mangalore_Port,0.499,0.0,0.499,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-11T23:00:00,12.8698,74.8431,Mangalore_Port,2.168,0.0,2.168,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-12T06:00:00,12.8698,74.8431,Mangalore_Port,0.399,0.0,0.399,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-12T12:00:00,12.8698,74.8431,Mangalore_Port,1.728,0.0,1.728,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-12T17:30:00,12.8698,74.8431,Mangalore_Port,0.393,0.0,0.393,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-13T00:30:00,12.8698,74.8431,Mangalore_Port,2.323,0.081,2.404,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-13T07:00:00,12.8698,74.8431,Mangalore_Port,0.306,0.0,0.306,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-13T12:30:00,12.8698,74.8431,Mangalore_Port,1.782,0.0,1.782,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-13T19:00:00,12.8698,74.8431,Mangalore_Port,0.313,0.0,0.313,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-14T01:00:00,12.8698,74.8431,Mangalore_Port,2.373,0.0,2.373,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-14T07:30:00,12.8698,74.8431,Mangalore_Port,0.252,0.0,0.252,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-14T13:30:00,12.8698,74.8431,Mangalore_Port,1.913,0.0,1.913,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-14T19:30:00,12.8698,74.8431,Mangalore_Port,0.258,0.0,0.258,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-15T02:00:00,12.8698,74.8431,Mangalore_Port,2.422,0.0,2.422,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-15T08:30:00,12.8698,74.8431,Mangalore_Port,0.197,0.0,0.197,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-15T14:00:00,12.8698,74.8431,Mangalore_Port,1.941,0.0,1.941,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-15T19:30:00,12.8698,74.8431,Mangalore_Port,0.215,0.0,0.215,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-16T02:00:00,12.8698,74.8431,Mangalore_Port,2.435,0.0,2.435,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-16T08:30:00,12.8698,74.8431,Mangalore_Port,0.18,0.0,0.18,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-16T15:00:00,12.8698,74.8431,Mangalore_Port,2.012,0.0,2.012,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-16T20:30:00,12.8698,74.8431,Mangalore_Port,0.221,0.0,0.221,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-17T02:30:00,12.8698,74.8431,Mangalore_Port,2.355,0.0,2.355,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-17T09:30:00,12.8698,74.8431,Mangalore_Port,0.196,0.0,0.196,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-17T15:30:00,12.8698,74.8431,Mangalore_Port,2.009,0.0,2.009,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-17T21:30:00,12.8698,74.8431,Mangalore_Port,0.251,0.0,0.251,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-18T03:00:00,12.8698,74.8431,Mangalore_Port,2.26,0.0,2.26,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-18T09:30:00,12.8698,74.8431,Mangalore_Port,0.28,0.0,0.28,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-18T16:00:00,12.8698,74.8431,Mangalore_Port,2.002,0.0,2.002,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-18T22:00:00,12.8698,74.8431,Mangalore_Port,0.366,0.0,0.366,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-19T04:30:00,12.8698,74.8431,Mangalore_Port,2.133,0.0,2.133,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-19T11:00:00,12.8698,74.8431,Mangalore_Port,0.344,0.0,0.344,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-19T16:00:00,12.8698,74.8431,Mangalore_Port,1.941,0.0,1.941,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-19T22:30:00,12.8698,74.8431,Mangalore_Port,0.442,0.0,0.442,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-20T05:00:00,12.8698,74.8431,Mangalore_Port,2.018,0.0,2.018,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-20T11:30:00,12.8698,74.8431,Mangalore_Port,0.464,0.0,0.464,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-20T17:30:00,12.8698,74.8431,Mangalore_Port,1.911,0.0,1.911,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-20T23:30:00,12.8698,74.8431,Mangalore_Port,0.542,0.0,0.542,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-21T06:00:00,12.8698,74.8431,Mangalore_Port,1.814,0.0,1.814,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-21T11:30:00,12.8698,74.8431,Mangalore_Port,0.541,0.0,0.541,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-21T18:00:00,12.8698,74.8431,Mangalore_Port,1.871,0.0,1.871,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-22T00:30:00,12.8698,74.8431,Mangalore_Port,0.644,0.0,0.644,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-22T07:00:00,12.8698,74.8431,Mangalore_Port,1.663,0.0,1.663,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-22T12:30:00,12.8698,74.8431,Mangalore_Port,0.621,0.0,0.621,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-22T19:00:00,12.8698,74.8431,Mangalore_Port,1.834,0.0,1.834,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-23T02:00:00,12.8698,74.8431,Mangalore_Port,0.717,0.0,0.717,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-23T08:00:00,12.8698,74.8431,Mangalore_Port,1.528,0.0,1.528,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-23T08:30:00,12.8698,74.8431,Mangalore_Port,1.528,0.0,1.528,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-23T14:00:00,12.8698,74.8431,Mangalore_Port,0.651,0.0,0.651,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-23T21:00:00,12.8698,74.8431,Mangalore_Port,1.913,0.0,1.913,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-24T03:30:00,12.8698,74.8431,Mangalore_Port,0.71,0.0,0.71,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-24T09:00:00,12.8698,74.8431,Mangalore_Port,1.501,0.0,1.501,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-24T15:00:00,12.8698,74.8431,Mangalore_Port,0.633,0.0,0.633,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-24T22:00:00,12.8698,74.8431,Mangalore_Port,1.975,0.0,1.975,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-25T04:30:00,12.8698,74.8431,Mangalore_Port,0.608,0.0,0.608,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-25T11:00:00,12.8698,74.8431,Mangalore_Port,1.549,0.0,1.549,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-25T16:00:00,12.8698,74.8431,Mangalore_Port,0.552,0.0,0.552,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-25T23:00:00,12.8698,74.8431,Mangalore_Port,2.138,0.0,2.138,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-26T05:30:00,12.8698,74.8431,Mangalore_Port,0.485,0.0,0.485,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-26T12:00:00,12.8698,74.8431,Mangalore_Port,1.62,0.0,1.62,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-26T17:00:00,12.8698,74.8431,Mangalore_Port,0.502,0.0,0.502,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-27T00:00:00,12.8698,74.8431,Mangalore_Port,2.206,0.0,2.206,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-27T06:00:00,12.8698,74.8431,Mangalore_Port,0.398,0.0,0.398,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-27T12:00:00,12.8698,74.8431,Mangalore_Port,1.747,0.0,1.747,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-27T18:00:00,12.8698,74.8431,Mangalore_Port,0.359,0.0,0.359,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-28T00:00:00,12.8698,74.8431,Mangalore_Port,2.315,0.0,2.315,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-28T07:00:00,12.8698,74.8431,Mangalore_Port,0.272,0.014,0.286,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-28T13:00:00,12.8698,74.8431,Mangalore_Port,1.854,0.01,1.864,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-28T18:30:00,12.8698,74.8431,Mangalore_Port,0.298,0.0,0.298,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-29T01:00:00,12.8698,74.8431,Mangalore_Port,2.379,0.0,2.379,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-29T07:30:00,12.8698,74.8431,Mangalore_Port,0.192,0.0,0.192,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-29T13:30:00,12.8698,74.8431,Mangalore_Port,1.932,0.0,1.932,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-29T19:30:00,12.8698,74.8431,Mangalore_Port,0.237,0.017,0.254,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-30T01:30:00,12.8698,74.8431,Mangalore_Port,2.403,0.0,2.403,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-30T08:30:00,12.8698,74.8431,Mangalore_Port,0.168,0.0,0.168,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-30T14:00:00,12.8698,74.8431,Mangalore_Port,2.003,0.0,2.003,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-30T20:00:00,12.8698,74.8431,Mangalore_Port,0.186,0.0,0.186,LOW,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
2024-06-30T23:30:00,12.8698,74.8431,Mangalore_Port,1.386,0.001,1.387,HIGH,Chart_Datum_LAT,WorldTides_simulated,https://www.worldtides.info/api/v3
