timestamp,latitude,longitude,station,tide_height_m,wave_height_m,swell_height_m,storm_surge_m,total_water_level_m,tide_type,datum,source,api_endpoint
2024-06-02T07:00,12.8698,74.8431,Mangalore_Port,1.238071414425322,1.42,1.38,0.21099999999999997,1.449071414425322,FALLING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-02T08:00,12.8698,74.8431,Mangalore_Port,0.763310353433504,1.42,1.38,0.21099999999999997,0.9743103534335039,FALLING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-02T09:00,12.8698,74.8431,Mangalore_Port,0.4303954569919197,1.42,1.38,0.21099999999999997,0.6413954569919197,LOW,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-02T10:00,12.8698,74.8431,Mangalore_Port,0.322929176495507,1.44,1.4,0.21399999999999997,0.536929176495507,LOW,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-02T11:00,12.8698,74.8431,Mangalore_Port,0.46520063133112843,1.44,1.4,0.21399999999999997,0.6792006313311284,LOW,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-02T12:00,12.8698,74.8431,Mangalore_Port,0.816378005593449,1.44,1.4,0.21399999999999997,1.030378005593449,RISING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-02T13:00,12.8698,74.8431,Mangalore_Port,1.2813768626794815,1.46,1.4,0.21599999999999997,1.4973768626794814,RISING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-02T14:00,12.8698,74.8431,Mangalore_Port,1.7355546763633878,1.46,1.4,0.21599999999999997,1.9515546763633878,RISING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-02T15:00,12.8698,74.8431,Mangalore_Port,2.0568716395138624,1.44,1.38,0.21299999999999997,2.2698716395138625,HIGH,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-02T16:00,12.8698,74.8431,Mangalore_Port,2.157283769046315,1.42,1.38,0.21099999999999997,2.368283769046315,HIGH,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-02T17:00,12.8698,74.8431,Mangalore_Port,2.005366168104005,1.4,1.36,0.208,2.213366168104005,HIGH,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-02T18:00,12.8698,74.8431,Mangalore_Port,1.6344328619163446,1.38,1.34,0.205,1.8394328619163447,FALLING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-02T19:00,12.8698,74.8431,Mangalore_Port,1.1341371886202694,1.38,1.34,0.205,1.3391371886202694,FALLING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-02T20:00,12.8698,74.8431,Mangalore_Port,0.627749503784945,1.36,1.32,0.202,0.8297495037849449,LOW,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-02T21:00,12.8698,74.8431,Mangalore_Port,0.2409420196608818,1.38,1.32,0.204,0.44494201966088176,LOW,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-02T22:00,12.8698,74.8431,Mangalore_Port,0.0700423940715642,1.38,1.34,0.205,0.27504239407156417,LOW,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-02T23:00,12.8698,74.8431,Mangalore_Port,0.1578139147028339,1.4,1.34,0.207,0.36481391470283386,LOW,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-03T00:00,12.8698,74.8431,Mangalore_Port,0.4828676197988986,1.4,1.34,0.207,0.6898676197988985,LOW,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-03T01:00,12.8698,74.8431,Mangalore_Port,0.9653187131026393,1.42,1.36,0.21,1.1753187131026392,RISING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-03T02:00,12.8698,74.8431,Mangalore_Port,1.4871633360118701,1.42,1.36,0.21,1.69716333601187,RISING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-03T03:00,12.8698,74.8431,Mangalore_Port,1.922127476018813,1.44,1.36,0.212,2.134127476018813,HIGH,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-03T04:00,12.8698,74.8431,Mangalore_Port,2.167371428150945,1.44,1.38,0.21299999999999997,2.380371428150945,HIGH,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-03T05:00,12.8698,74.8431,Mangalore_Port,2.1690138282156175,1.46,1.38,0.21499999999999997,2.3840138282156174,HIGH,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-03T06:00,12.8698,74.8431,Mangalore_Port,1.9350624677818749,1.46,1.38,0.21499999999999997,2.1500624677818747,HIGH,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-03T07:00,12.8698,74.8431,Mangalore_Port,1.5325786551701865,1.46,1.38,0.21499999999999997,1.7475786551701864,FALLING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-03T08:00,12.8698,74.8431,Mangalore_Port,1.0699237254858998,1.46,1.38,0.21499999999999997,1.2849237254858998,FALLING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-03T09:00,12.8698,74.8431,Mangalore_Port,0.6687134669089531,1.42,1.34,0.209,0.877713466908953,LOW,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-03T10:00,12.8698,74.8431,Mangalore_Port,0.432681361482089,1.4,1.32,0.206,0.638681361482089,LOW,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-03T11:00,12.8698,74.8431,Mangalore_Port,0.4213797148154437,1.36,1.28,0.2,0.6213797148154436,LOW,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-03T12:00,12.8698,74.8431,Mangalore_Port,0.6353580373088733,1.36,1.28,0.2,0.8353580373088734,LOW,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-03T13:00,12.8698,74.8431,Mangalore_Port,1.0164932916128018,1.36,1.26,0.199,1.2154932916128018,RISING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-03T14:00,12.8698,74.8431,Mangalore_Port,1.4632723531461245,1.36,1.26,0.199,1.6622723531461245,RISING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-03T15:00,12.8698,74.8431,Mangalore_Port,1.8570336095111861,1.36,1.24,0.198,2.0550336095111863,HIGH,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-03T16:00,12.8698,74.8431,Mangalore_Port,2.0924239324238174,1.34,1.24,0.196,2.2884239324238176,HIGH,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-03T17:00,12.8698,74.8431,Mangalore_Port,2.1043086929304087,1.34,1.22,0.195,2.2993086929304085,HIGH,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-03T18:00,12.8698,74.8431,Mangalore_Port,1.8843302528972699,1.34,1.22,0.195,2.07933025289727,HIGH,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-03T19:00,12.8698,74.8431,Mangalore_Port,1.4829852634691454,1.36,1.2,0.196,1.6789852634691453,FALLING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-03T20:00,12.8698,74.8431,Mangalore_Port,0.9967906921460579,1.36,1.2,0.196,1.1927906921460578,FALLING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-03T21:00,12.8698,74.8431,Mangalore_Port,0.5438865692588697,1.36,1.2,0.196,0.7398865692588696,LOW,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-03T22:00,12.8698,74.8431,Mangalore_Port,0.2343222562189592,1.36,1.2,0.196,0.4303222562189592,LOW,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-03T23:00,12.8698,74.8431,Mangalore_Port,0.14256627535345978,1.36,1.2,0.196,0.3385662753534598,LOW,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-04T00:00,12.8698,74.8431,Mangalore_Port,0.28915446742427275,1.36,1.2,0.196,0.48515446742427276,LOW,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-04T01:00,12.8698,74.8431,Mangalore_Port,0.6360232977141229,1.36,1.2,0.196,0.8320232977141229,LOW,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-04T02:00,12.8698,74.8431,Mangalore_Port,1.0965798823426287,1.36,1.2,0.196,1.2925798823426287,RISING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-04T03:00,12.8698,74.8431,Mangalore_Port,1.5578324876305034,1.36,1.2,0.196,1.7538324876305034,RISING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-04T04:00,12.8698,74.8431,Mangalore_Port,1.908889629763212,1.34,1.2,0.194,2.102889629763212,HIGH,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-04T05:00,12.8698,74.8431,Mangalore_Port,2.068587593929115,1.34,1.2,0.194,2.262587593929115,HIGH,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-04T06:00,12.8698,74.8431,Mangalore_Port,2.0053015366401756,1.34,1.2,0.194,2.1993015366401756,HIGH,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-04T07:00,12.8698,74.8431,Mangalore_Port,1.7440406284140166,1.34,1.18,0.193,1.9370406284140167,FALLING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-04T08:00,12.8698,74.8431,Mangalore_Port,1.3591878968400946,1.34,1.18,0.193,1.5521878968400946,FALLING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-04T09:00,12.8698,74.8431,Mangalore_Port,0.9548842339265811,1.34,1.18,0.193,1.1478842339265811,FALLING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-04T10:00,12.8698,74.8431,Mangalore_Port,0.6381505880645522,1.32,1.16,0.19,0.8281505880645521,LOW,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-04T11:00,12.8698,74.8431,Mangalore_Port,0.4916174813680372,1.32,1.16,0.19,0.6816174813680371,LOW,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-04T12:00,12.8698,74.8431,Mangalore_Port,0.5527533428353897,1.32,1.16,0.19,0.7427533428353896,LOW,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-04T13:00,12.8698,74.8431,Mangalore_Port,0.8047667854318877,1.32,1.18,0.191,0.9957667854318877,RISING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-04T14:00,12.8698,74.8431,Mangalore_Port,1.181355585732275,1.32,1.18,0.191,1.3723555857322751,RISING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-04T15:00,12.8698,74.8431,Mangalore_Port,1.5839586543084294,1.3,1.16,0.188,1.7719586543084294,RISING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-04T16:00,12.8698,74.8431,Mangalore_Port,1.9070292148834502,1.28,1.14,0.185,2.0920292148834503,HIGH,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-04T17:00,12.8698,74.8431,Mangalore_Port,2.064874221643831,1.26,1.12,0.182,2.246874221643831,HIGH,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-04T18:00,12.8698,74.8431,Mangalore_Port,2.013280152151393,1.26,1.12,0.182,2.195280152151393,HIGH,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-04T19:00,12.8698,74.8431,Mangalore_Port,1.7605309544249343,1.26,1.12,0.182,1.9425309544249343,FALLING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-04T20:00,12.8698,74.8431,Mangalore_Port,1.3651507630467599,1.26,1.12,0.182,1.5471507630467598,FALLING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-04T21:00,12.8698,74.8431,Mangalore_Port,0.9210696482310262,1.26,1.1,0.181,1.1020696482310262,FALLING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-04T22:00,12.8698,74.8431,Mangalore_Port,0.5340608567661973,1.24,1.1,0.179,0.7130608567661973,LOW,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-04T23:00,12.8698,74.8431,Mangalore_Port,0.2954436034762993,1.24,1.08,0.178,0.47344360347629927,LOW,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-05T00:00,12.8698,74.8431,Mangalore_Port,0.25966015111649043,1.24,1.08,0.178,0.4376601511164904,LOW,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-05T01:00,12.8698,74.8431,Mangalore_Port,0.43128501182425316,1.24,1.1,0.179,0.6102850118242531,LOW,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
2024-06-05T02:00,12.8698,74.8431,Mangalore_Port,0.7645931421358063,1.24,1.1,0.179,0.9435931421358064,RISING,Chart_Datum_LAT,Open-Meteo_Marine_Real+TidalModel,https://marine-api.open-meteo.com/v1/marine?latitude=12.8698&longitude=74.8431&s
